사용월,호선명,역ID,지하철역,유임승차,무임승차,유임하차,무임하차,작업일시,구
15-Apr,경부선,1710,의왕,"247,327","232,584","247,327","232,584",2015-05-14 17:56,
15-Apr,경부선,1717,세마,"67,322","61,288","67,322","61,288",2015-05-14 17:56,
15-Apr,경부선,1718,오산대,"100,309","100,116","100,309","100,116",2015-05-14 17:56,
15-Apr,경부선,1728,천안,"286,467","228,431","286,467","228,431",2015-05-14 17:56,
15-Apr,경부선,1729,당정,"224,272","217,301","224,272","217,301",2015-05-14 17:56,
15-Apr,경부선,1750,광명,"23,603","19,119","23,603","19,119",2015-05-14 17:56,
15-Apr,경부선,1032,신길,"301,509","239,084","301,509","239,084",2015-05-14 17:56,
15-Apr,경부선,1721,송탄,"129,717","124,400","129,717","124,400",2015-05-14 17:56,
15-Apr,경부선,1726,직산,"27,374","31,415","27,374","31,415",2015-05-14 17:56,
15-Apr,경부선,1705,관악,"234,845","212,355","234,845","212,355",2015-05-14 17:56,
15-Apr,경부선,1006,영등포,"1,321,457","1,418,149","1,321,457","1,418,149",2015-05-14 17:56,
15-Apr,경원선,1901,방학,"217,774","204,988","217,774","204,988",2015-05-14 17:56,
15-Apr,경원선,1902,도봉,"136,417","126,515","136,417","126,515",2015-05-14 17:56,
15-Apr,경원선,1906,의정부,"612,956","640,625","612,956","640,625",2015-05-14 17:56,
15-Apr,경원선,1012,응봉,"46,537","41,278","46,537","41,278",2015-05-14 17:56,
15-Apr,경원선,1013,왕십리,"460,346","476,741","460,346","476,741",2015-05-14 17:56,
15-Apr,경원선,1021,녹천,"125,398","98,318","125,398","98,318",2015-05-14 17:56,
15-Apr,경원선,1022,창동,2,0,2,0,2015-05-14 17:56,
15-Apr,경원선,1008,이촌,"121,420","90,275","121,420","90,275",2015-05-14 17:56,
15-Apr,경원선,1014,청량리(지상),"327,630","382,619","327,630","382,619",2015-05-14 17:56,
15-Apr,경원선,1915,동두천,"52,363","61,791","52,363","61,791",2015-05-14 17:56,
15-Apr,경원선,1009,서빙고,"53,196","54,618","53,196","54,618",2015-05-14 17:56,
15-Apr,경원선,1912,지행,"185,935","183,951","185,935","183,951",2015-05-14 17:56,
15-Apr,경원선,1909,양주,"251,311","221,264","251,311","221,264",2015-05-14 17:56,
15-Apr,경원선,1911,덕정,"212,843","201,425","212,843","201,425",2015-05-14 17:56,
15-Apr,경원선,1905,회룡,"310,658","284,632","310,658","284,632",2015-05-14 17:56,
15-Apr,경원선,1908,녹양,"130,451","114,311","130,451","114,311",2015-05-14 17:56,
15-Apr,경원선,1903,도봉산,"94,588","90,689","94,588","90,689",2015-05-14 17:56,
15-Apr,경원선,1017,신이문,"246,038","212,397","246,038","212,397",2015-05-14 17:56,
15-Apr,경원선,1018,석계,"303,674","331,337","303,674","331,337",2015-05-14 17:56,
15-Apr,경원선,1011,옥수,"1,461",988,"1,461",988,2015-05-14 17:56,
15-Apr,경원선,1913,동두천 중앙,"90,753","85,388","90,753","85,388",2015-05-14 17:56,
15-Apr,경원선,1916,소요산,"68,876","53,502","68,876","53,502",2015-05-14 17:56,
15-Apr,경원선,1020,월계,"169,075","154,602","169,075","154,602",2015-05-14 17:56,
15-Apr,경원선,1910,덕계,"54,943","50,730","54,943","50,730",2015-05-14 17:56,
15-Apr,경원선,1914,보산,"48,559","45,535","48,559","45,535",2015-05-14 17:56,
15-Apr,경원선,1904,망월사,"233,629","236,715","233,629","236,715",2015-05-14 17:56,
15-Apr,경원선,1016,외대앞,"345,672","321,853","345,672","321,853",2015-05-14 17:56,
15-Apr,경원선,1907,가능,"192,651","179,061","192,651","179,061",2015-05-14 17:56,
15-Apr,경원선,1010,한남,"101,169","102,475","101,169","102,475",2015-05-14 17:56,
15-Apr,경원선,1019,광운대,"296,986","273,446","296,986","273,446",2015-05-14 17:56,
15-Apr,경의선,1263,서강대,"49,627","52,005","49,627","52,005",2015-05-14 17:56,
15-Apr,경의선,1252,신촌,"23,836","29,911","23,836","29,911",2015-05-14 17:56,
15-Apr,경의선,1282,월롱,"67,508","75,990","67,508","75,990",2015-05-14 17:56,
15-Apr,경의선,1283,파주,"54,866","41,961","54,866","41,961",2015-05-14 17:56,
15-Apr,경의선,1266,디지털미디어시티,"57,436","53,402","57,436","53,402",2015-05-14 17:56,
15-Apr,경의선,1295,김포공항,3,0,3,0,2015-05-14 17:56,
15-Apr,경의선,1270,행신,"187,540","175,325","187,540","175,325",2015-05-14 17:56,
15-Apr,경의선,1265,가좌,"60,066","56,074","60,066","56,074",2015-05-14 17:56,
15-Apr,경의선,1280,금촌,"180,487","171,893","180,487","171,893",2015-05-14 17:56,
15-Apr,경의선,1278,운정,"139,671","127,116","139,671","127,116",2015-05-14 17:56,
15-Apr,경의선,1297,검암,5,0,5,0,2015-05-14 17:56,
15-Apr,경의선,1267,수색,"40,896","44,475","40,896","44,475",2015-05-14 17:56,
15-Apr,경의선,1268,화전,"87,785","83,178","87,785","83,178",2015-05-14 17:56,
15-Apr,경의선,1279,금릉,"125,450","122,425","125,450","122,425",2015-05-14 17:56,
15-Apr,경의선,1296,계양,2,0,2,0,2015-05-14 17:56,
15-Apr,경의선,1271,능곡,"86,820","77,711","86,820","77,711",2015-05-14 17:56,
15-Apr,경의선,1272,곡산,"11,407","11,513","11,407","11,513",2015-05-14 17:56,
15-Apr,경의선,1273,백마,"173,814","158,642","173,814","158,642",2015-05-14 17:56,
15-Apr,경의선,1275,일산,"237,438","227,807","237,438","227,807",2015-05-14 17:56,
15-Apr,경의선,1291,서울역,1,0,1,0,2015-05-14 17:56,
15-Apr,경의선,1262,공덕,"54,734","62,159","54,734","62,159",2015-05-14 17:56,
15-Apr,경의선,1251,서울역,"87,775","96,134","87,775","96,134",2015-05-14 17:56,
15-Apr,경의선,1264,홍대입구,"32,981","49,726","32,981","49,726",2015-05-14 17:56,
15-Apr,경의선,1269,강매,"52,976","45,393","52,976","45,393",2015-05-14 17:56,
15-Apr,경의선,1274,풍산,"110,814","102,305","110,814","102,305",2015-05-14 17:56,
15-Apr,경의선,1284,문산,"150,044","146,414","150,044","146,414",2015-05-14 17:56,
15-Apr,경의선,1276,탄현,"209,016","199,198","209,016","199,198",2015-05-14 17:56,
15-Apr,경인선,1815,부개,"292,289","271,166","292,289","271,166",2015-05-14 17:56,
15-Apr,경인선,1806,부평,"1,100,347","1,242,697","1,100,347","1,242,697",2015-05-14 17:56,
15-Apr,경인선,1802,오류동,"292,141","262,858","292,141","262,858",2015-05-14 17:56,
15-Apr,경인선,1807,백운,"239,716","237,322","239,716","237,322",2015-05-14 17:56,
15-Apr,경인선,1823,도화,"92,239","81,639","92,239","81,639",2015-05-14 17:56,
15-Apr,경인선,1809,주안,"888,895","892,404","888,895","892,404",2015-05-14 17:56,
15-Apr,경인선,1804,부천,"1,180,534","1,163,110","1,180,534","1,163,110",2015-05-14 17:56,
15-Apr,경인선,1811,동인천,"534,109","487,603","534,109","487,603",2015-05-14 17:56,
15-Apr,경인선,1816,간석,"171,028","163,398","171,028","163,398",2015-05-14 17:56,
15-Apr,경인선,1822,중동,"262,267","242,620","262,267","242,620",2015-05-14 17:56,
15-Apr,경인선,1810,제물포,"235,617","214,914","235,617","214,914",2015-05-14 17:56,
15-Apr,경인선,1801,개봉,"576,287","567,060","576,287","567,060",2015-05-14 17:56,
15-Apr,경인선,1803,역곡,"871,683","834,117","871,683","834,117",2015-05-14 17:56,
15-Apr,경인선,1817,도원,"104,519","106,930","104,519","106,930",2015-05-14 17:56,
15-Apr,경인선,1812,인천,"91,899","92,401","91,899","92,401",2015-05-14 17:56,
15-Apr,경인선,1808,동암,"704,820","686,406","704,820","686,406",2015-05-14 17:56,
15-Apr,경인선,1813,구일,"164,679","161,059","164,679","161,059",2015-05-14 17:56,
15-Apr,경인선,1821,온수,"200,671","189,416","200,671","189,416",2015-05-14 17:56,
15-Apr,경인선,1805,송내,"1,039,410","1,015,542","1,039,410","1,015,542",2015-05-14 17:56,
15-Apr,경인선,1814,소사,"353,704","348,094","353,704","348,094",2015-05-14 17:56,
15-Apr,경춘선,1325,백양리,"4,870","4,424","4,870","4,424",2015-05-14 17:56,
15-Apr,경춘선,1323,가평,"62,857","64,070","62,857","64,070",2015-05-14 17:56,
15-Apr,경춘선,1320,대성리,"39,271","39,716","39,271","39,716",2015-05-14 17:56,
15-Apr,경춘선,1327,김유정,"16,651","16,830","16,651","16,830",2015-05-14 17:56,
15-Apr,경춘선,1311,신내,"14,352","16,843","14,352","16,843",2015-05-14 17:56,
15-Apr,경춘선,1321,청평,"58,258","56,699","58,258","56,699",2015-05-14 17:56,
15-Apr,경춘선,1319,마석,"87,321","92,291","87,321","92,291",2015-05-14 17:56,
15-Apr,경춘선,1324,굴봉산,"6,544","7,347","6,544","7,347",2015-05-14 17:56,
15-Apr,경춘선,1315,사릉,"101,704","93,632","101,704","93,632",2015-05-14 17:56,
15-Apr,경춘선,1318,천마산,"22,830","21,515","22,830","21,515",2015-05-14 17:56,
15-Apr,경춘선,1316,금곡,"33,053","32,020","33,053","32,020",2015-05-14 17:56,
15-Apr,경춘선,1322,상천,"11,697","10,504","11,697","10,504",2015-05-14 17:56,
15-Apr,경춘선,1326,강촌,"30,317","28,419","30,317","28,419",2015-05-14 17:56,
15-Apr,경춘선,1328,남춘천,"89,986","94,039","89,986","94,039",2015-05-14 17:56,
15-Apr,경춘선,1312,갈매,"7,521","8,141","7,521","8,141",2015-05-14 17:56,
15-Apr,경춘선,1313,별내,"50,134","47,420","50,134","47,420",2015-05-14 17:56,
15-Apr,경춘선,1314,퇴계원,"89,571","79,293","89,571","79,293",2015-05-14 17:56,
15-Apr,경춘선,1329,춘천,"68,634","61,898","68,634","61,898",2015-05-14 17:56,
15-Apr,경춘선,1317,평내호평,"139,105","136,609","139,105","136,609",2015-05-14 17:56,
15-Apr,공항철도 1호선,4204,디지털미디어시티,"280,506","242,836","280,506","242,836",2015-05-14 17:56,
15-Apr,공항철도 1호선,4203,홍대입구,"206,972","190,495","206,972","190,495",2015-05-14 17:56,
15-Apr,공항철도 1호선,4213,인천국제공항,"307,431","295,208","307,431","295,208",2015-05-14 17:56,
15-Apr,공항철도 1호선,4201,서울역,"307,311","262,018","307,311","262,018",2015-05-14 17:56,
15-Apr,공항철도 1호선,4202,공덕,"38,816","46,564","38,816","46,564",2015-05-14 17:56,
15-Apr,공항철도 1호선,4211,운서,"148,408","147,893","148,408","147,893",2015-05-14 17:56,
15-Apr,공항철도 1호선,4212,공항화물청사,"61,979","64,453","61,979","64,453",2015-05-14 17:56,
15-Apr,공항철도 1호선,4209,검암,"473,136","432,291","473,136","432,291",2015-05-14 17:56,
15-Apr,공항철도 1호선,4210,청라국제도시,"123,260","112,657","123,260","112,657",2015-05-14 17:56,
15-Apr,공항철도 1호선,4208,계양,"302,821","279,632","302,821","279,632",2015-05-14 17:56,
15-Apr,공항철도 1호선,4207,김포공항,"239,365","172,135","239,365","172,135",2015-05-14 17:56,
15-Apr,과천선,1454,정부과천청사,"319,868","312,476","319,868","312,476",2015-05-14 17:56,
15-Apr,과천선,1453,과천,"149,111","127,346","149,111","127,346",2015-05-14 17:56,
15-Apr,과천선,1452,대공원,"240,335","248,901","240,335","248,901",2015-05-14 17:56,
15-Apr,과천선,1457,범계,"910,055","911,685","910,055","911,685",2015-05-14 17:56,
15-Apr,과천선,1451,경마공원,"196,873","202,633","196,873","202,633",2015-05-14 17:56,
15-Apr,과천선,1456,평촌,"407,302","395,905","407,302","395,905",2015-05-14 17:56,
15-Apr,과천선,1450,선바위,"263,097","216,994","263,097","216,994",2015-05-14 17:56,
15-Apr,과천선,1455,인덕원,"690,853","676,362","690,853","676,362",2015-05-14 17:56,
15-Apr,분당선,1853,모란,"622,846","575,712","622,846","575,712",2015-05-14 17:56,
15-Apr,분당선,1870,매탄권선,"121,739","114,239","121,739","114,239",2015-05-14 17:56,
15-Apr,분당선,1866,상갈,"133,524","127,430","133,524","127,430",2015-05-14 17:56,
15-Apr,분당선,1024,한티,"347,718","369,177","347,718","369,177",2015-05-14 17:56,
15-Apr,분당선,1857,정자,"412,978","462,795","412,978","462,795",2015-05-14 17:56,
15-Apr,분당선,1849,강남구청,"224,763","261,346","224,763","261,346",2015-05-14 17:56,
15-Apr,분당선,1847,서울숲,"187,228","184,415","187,228","184,415",2015-05-14 17:56,
15-Apr,분당선,1855,서현,"682,796","708,340","682,796","708,340",2015-05-14 17:56,
15-Apr,분당선,1852,태평,"374,471","355,675","374,471","355,675",2015-05-14 17:56,
15-Apr,분당선,1850,선정릉,"208,816","236,452","208,816","236,452",2015-05-14 17:56,
15-Apr,분당선,1027,개포동,"104,873","105,289","104,873","105,289",2015-05-14 17:56,
15-Apr,분당선,1863,구성,"129,811","128,524","129,811","128,524",2015-05-14 17:56,
15-Apr,분당선,1869,망포,"342,856","314,785","342,856","314,785",2015-05-14 17:56,
15-Apr,분당선,1868,영통,"257,793","268,370","257,793","268,370",2015-05-14 17:56,
15-Apr,분당선,1028,대모산입구,"101,397","90,624","101,397","90,624",2015-05-14 17:56,
15-Apr,분당선,1865,기흥,"237,698","225,344","237,698","225,344",2015-05-14 17:56,
15-Apr,분당선,1025,도곡,"149,965","160,400","149,965","160,400",2015-05-14 17:56,
15-Apr,분당선,1856,수내,"346,423","351,095","346,423","351,095",2015-05-14 17:56,
15-Apr,분당선,1858,미금,"556,677","579,768","556,677","579,768",2015-05-14 17:56,
15-Apr,분당선,1026,구룡,"53,662","53,152","53,662","53,152",2015-05-14 17:56,
15-Apr,분당선,1860,이매,"131,188","126,994","131,188","126,994",2015-05-14 17:56,
15-Apr,분당선,1848,압구정로데오,"401,680","458,204","401,680","458,204",2015-05-14 17:56,
15-Apr,분당선,1851,가천대,"350,173","400,989","350,173","400,989",2015-05-14 17:56,
15-Apr,분당선,1862,죽전,"606,031","659,296","606,031","659,296",2015-05-14 17:56,
15-Apr,분당선,1867,청명,"120,652","111,194","120,652","111,194",2015-05-14 17:56,
15-Apr,분당선,1871,수원시청,"275,290","308,272","275,290","308,272",2015-05-14 17:56,
15-Apr,분당선,1872,매교,"67,299","65,665","67,299","65,665",2015-05-14 17:56,
15-Apr,분당선,1861,보정,"70,606","53,185","70,606","53,185",2015-05-14 17:56,
15-Apr,분당선,1846,수원,"273,360","175,495","273,360","175,495",2015-05-14 17:56,
15-Apr,분당선,1859,오리,"408,036","341,111","408,036","341,111",2015-05-14 17:56,
15-Apr,분당선,1030,수서,"213,330","216,627","213,330","216,627",2015-05-14 17:56,
15-Apr,분당선,1023,선릉,"232,912","478,778","232,912","478,778",2015-05-14 17:56,
15-Apr,분당선,1031,복정,5,0,5,0,2015-05-14 17:56,
15-Apr,분당선,1854,야탑,"720,684","770,626","720,684","770,626",2015-05-14 17:56,
15-Apr,분당선,1864,신갈,"112,458","107,369","112,458","107,369",2015-05-14 17:56,
15-Apr,수인선,1879,월곶,"63,428","57,319","63,428","57,319",2015-05-14 17:56,
15-Apr,수인선,1884,원인재,"104,650","113,292","104,650","113,292",2015-05-14 17:56,
15-Apr,수인선,1878,달월,"1,620","1,523","1,620","1,523",2015-05-14 17:56,
15-Apr,수인선,1880,소래포구,"104,227","96,060","104,227","96,060",2015-05-14 17:56,
15-Apr,수인선,1883,남동인더스파크,"49,346","55,125","49,346","55,125",2015-05-14 17:56,
15-Apr,수인선,1882,호구포,"72,222","74,848","72,222","74,848",2015-05-14 17:56,
15-Apr,수인선,1886,송도,"100,608","100,318","100,608","100,318",2015-05-14 17:56,
15-Apr,수인선,1881,인천논현,"129,479","136,196","129,479","136,196",2015-05-14 17:56,
15-Apr,수인선,1885,연수,"90,850","85,386","90,850","85,386",2015-05-14 17:56,
15-Apr,안산선,1763,수리산,"126,074","99,256","126,074","99,256",2015-05-14 17:56,
15-Apr,안산선,1752,대야미,"108,610","96,547","108,610","96,547",2015-05-14 17:56,
15-Apr,안산선,1757,고잔,"264,714","259,602","264,714","259,602",2015-05-14 17:56,
15-Apr,안산선,1751,산본,"485,628","518,342","485,628","518,342",2015-05-14 17:56,
15-Apr,안산선,1756,중앙,"496,901","530,402","496,901","530,402",2015-05-14 17:56,
15-Apr,안산선,1754,상록수,"620,948","609,547","620,948","609,547",2015-05-14 17:56,
15-Apr,안산선,1762,오이도,"214,230","209,151","214,230","209,151",2015-05-14 17:56,
15-Apr,안산선,1758,초지,"163,370","162,244","163,370","162,244",2015-05-14 17:56,
15-Apr,안산선,1753,반월,"141,979","129,850","141,979","129,850",2015-05-14 17:56,
15-Apr,안산선,1755,한대앞,"293,445","286,639","293,445","286,639",2015-05-14 17:56,
15-Apr,안산선,1759,안산,"540,863","493,542","540,863","493,542",2015-05-14 17:56,
15-Apr,안산선,1761,정왕,"310,918","324,182","310,918","324,182",2015-05-14 17:56,
15-Apr,안산선,1760,신길온천,"49,285","44,014","49,285","44,014",2015-05-14 17:56,
15-Apr,일산선,1951,원당,"321,455","297,306","321,455","297,306",2015-05-14 17:56,
15-Apr,일산선,1954,백석,"267,994","258,919","267,994","258,919",2015-05-14 17:56,
15-Apr,일산선,1957,주엽,"205,175","206,152","205,175","206,152",2015-05-14 17:56,
15-Apr,일산선,1955,마두,"194,486","204,349","194,486","204,349",2015-05-14 17:56,
15-Apr,일산선,1952,화정,"501,274","522,982","501,274","522,982",2015-05-14 17:56,
15-Apr,일산선,1953,대곡,"36,473","25,991","36,473","25,991",2015-05-14 17:56,
15-Apr,일산선,1958,대화,"412,156","319,306","412,156","319,306",2015-05-14 17:56,
15-Apr,일산선,1956,정발산,"255,338","276,337","255,338","276,337",2015-05-14 17:56,
15-Apr,일산선,1950,삼송,"306,312","288,756","306,312","288,756",2015-05-14 17:56,
15-Apr,일산선,1948,원흥,"86,909","72,687","86,909","72,687",2015-05-14 17:56,
15-Apr,장항선,1401,봉명,"33,788","33,660","33,788","33,660",2015-05-14 17:56,
15-Apr,장항선,1408,신창,"87,073","84,106","87,073","84,106",2015-05-14 17:56,
15-Apr,장항선,1402,쌍용동,"92,757","85,152","92,757","85,152",2015-05-14 17:56,
15-Apr,장항선,1403,아산,"77,497","65,684","77,497","65,684",2015-05-14 17:56,
15-Apr,장항선,1407,온양온천,"105,430","105,891","105,430","105,891",2015-05-14 17:56,
15-Apr,장항선,1405,배방,"22,618","21,072","22,618","21,072",2015-05-14 17:56,
15-Apr,중앙선,1203,망우,"186,789","180,577","186,789","180,577",2015-05-14 17:56,
15-Apr,중앙선,1213,신원,"6,524","5,314","6,524","5,314",2015-05-14 17:56,
15-Apr,중앙선,1216,오빈,"7,264","7,222","7,264","7,222",2015-05-14 17:56,
15-Apr,중앙선,1214,국수,"22,573","20,600","22,573","20,600",2015-05-14 17:56,
15-Apr,중앙선,1219,용문,"56,188","55,878","56,188","55,878",2015-05-14 17:56,
15-Apr,중앙선,1209,도심,"62,147","50,070","62,147","50,070",2015-05-14 17:56,
15-Apr,중앙선,1215,아신,"22,567","23,122","22,567","23,122",2015-05-14 17:56,
15-Apr,중앙선,1218,원덕,"9,080","9,119","9,080","9,119",2015-05-14 17:56,
15-Apr,중앙선,1204,양원,"49,137","53,698","49,137","53,698",2015-05-14 17:56,
15-Apr,중앙선,1212,양수,"46,672","45,533","46,672","45,533",2015-05-14 17:56,
15-Apr,중앙선,1208,덕소,"152,666","158,108","152,666","158,108",2015-05-14 17:56,
15-Apr,중앙선,1207,양정,"20,109","16,770","20,109","16,770",2015-05-14 17:56,
15-Apr,중앙선,1205,구리,"346,494","368,159","346,494","368,159",2015-05-14 17:56,
15-Apr,중앙선,1217,양평,"89,248","89,052","89,248","89,052",2015-05-14 17:56,
15-Apr,중앙선,1201,중랑,"132,594","123,157","132,594","123,157",2015-05-14 17:56,
15-Apr,중앙선,1206,도농,"235,574","201,863","235,574","201,863",2015-05-14 17:56,
15-Apr,중앙선,1202,상봉,"137,426","136,314","137,426","136,314",2015-05-14 17:56,
15-Apr,중앙선,1210,팔당,"26,310","27,124","26,310","27,124",2015-05-14 17:56,
15-Apr,중앙선,1211,운길산,"36,248","32,572","36,248","32,572",2015-05-14 17:56,
15-Apr,중앙선,1015,회기,"876,431","860,028","876,431","860,028",2015-05-14 17:56,
