사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2019-01,1호선,0150,서울역,"1,516,452","1,400,464","221,180","211,764",2019-02-03 10:31:44
2019-01,1호선,0151,시청,"676,932","676,266","102,388","101,033",2019-02-03 10:31:44
2019-01,1호선,0152,종각,"1,240,810","1,177,643","162,410","152,062",2019-02-03 10:31:44
2019-01,1호선,0153,종로3가,"703,110","674,148","387,062","362,735",2019-02-03 10:31:44
2019-01,1호선,0154,종로5가,"571,824","583,955","275,447","263,687",2019-02-03 10:31:44
2019-01,1호선,0155,동대문,"308,301","342,898","134,071","138,633",2019-02-03 10:31:44
2019-01,1호선,0156,신설동,"360,561","353,834","126,466","120,147",2019-02-03 10:31:44
2019-01,1호선,0157,제기동,"293,540","288,217","374,571","400,607",2019-02-03 10:31:44
2019-01,1호선,0158,청량리(서울시립대입구),"463,456","482,960","352,121","357,571",2019-02-03 10:31:44
2019-01,1호선,0159,동묘앞,"174,683","188,711","146,034","147,551",2019-02-03 10:31:44
2019-01,2호선,0201,시청,"706,097","679,503","61,058","55,387",2019-02-03 10:31:44
2019-01,2호선,0202,을지로입구,"1,415,414","1,414,980","120,425","111,592",2019-02-03 10:31:44
2019-01,2호선,0203,을지로3가,"608,979","601,323","91,668","91,016",2019-02-03 10:31:44
2019-01,2호선,0204,을지로4가,"278,663","281,834","98,689","94,261",2019-02-03 10:31:44
2019-01,2호선,0205,동대문역사문화공원,"470,548","540,467","58,918","62,861",2019-02-03 10:31:44
2019-01,2호선,0206,신당,"350,840","370,121","105,001","106,934",2019-02-03 10:31:44
2019-01,2호선,0207,상왕십리,"370,292","352,021","70,677","71,280",2019-02-03 10:31:44
2019-01,2호선,0208,왕십리(성동구청),"525,543","439,506","61,311","52,124",2019-02-03 10:31:44
2019-01,2호선,0209,한양대,"233,785","256,079","15,380","16,652",2019-02-03 10:31:44
2019-01,2호선,0210,뚝섬,"474,396","505,844","62,356","63,026",2019-02-03 10:31:44
2019-01,2호선,0211,성수,"767,696","836,948","109,790","111,635",2019-02-03 10:31:44
2019-01,2호선,0212,건대입구,"1,238,362","1,367,192","96,044","100,954",2019-02-03 10:31:44
