사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2017-03,1호선,0150,서울역,"1,561,293","1,408,058","228,799","213,739",2017-04-03 11:24:33
2017-03,1호선,0151,시청,"712,299","720,509","162,668","173,075",2017-04-03 11:24:33
2017-03,1호선,0152,종각,"1,337,953","1,249,242","177,866","163,647",2017-04-03 11:24:33
2017-03,1호선,0153,종로3가,"765,409","699,978","400,767","368,535",2017-04-03 11:24:33
2017-03,1호선,0154,종로5가,"602,326","613,446","291,340","278,245",2017-04-03 11:24:33
2017-03,1호선,0155,동대문,"368,263","432,224","146,295","155,109",2017-04-03 11:24:33
2017-03,1호선,0156,신설동,"395,191","387,262","130,458","123,951",2017-04-03 11:24:33
2017-03,1호선,0157,제기동,"316,497","310,145","325,773","345,473",2017-04-03 11:24:33
2017-03,1호선,0158,청량리(서울시립대입구),"565,535","591,689","357,368","359,562",2017-04-03 11:24:33
2017-03,1호선,0159,동묘앞,"188,527","210,510","156,359","158,200",2017-04-03 11:24:33
2017-03,2호선,0201,시청,"723,996","692,659","98,588","95,045",2017-04-03 11:24:33
2017-03,2호선,0202,을지로입구,"1,479,274","1,461,482","136,015","121,544",2017-04-03 11:24:33
2017-03,2호선,0203,을지로3가,"576,795","562,095","99,338","93,817",2017-04-03 11:24:33
2017-03,2호선,0204,을지로4가,"316,793","310,921","101,807","95,868",2017-04-03 11:24:33
2017-03,2호선,0205,동대문역사문화공원,"537,960","623,650","64,467","69,271",2017-04-03 11:24:33
2017-03,2호선,0206,신당,"382,580","405,159","114,116","116,811",2017-04-03 11:24:33
2017-03,2호선,0207,상왕십리,"343,533","321,788","67,642","68,642",2017-04-03 11:24:33
2017-03,2호선,0208,왕십리(성동구청),"612,097","482,280","61,317","51,828",2017-04-03 11:24:33
2017-03,2호선,0209,한양대,"416,708","502,940","17,165","18,660",2017-04-03 11:24:33
2017-03,2호선,0210,뚝섬,"463,928","492,915","70,135","70,155",2017-04-03 11:24:33
2017-03,2호선,0211,성수,"745,188","815,822","106,956","109,290",2017-04-03 11:24:33
2017-03,2호선,0212,건대입구,"1,384,481","1,495,188","102,298","105,700",2017-04-03 11:24:33
2017-03,2호선,0213,구의(광진구청),"647,116","625,951","112,927","114,633",2017-04-03 11:24:33
2017-03,2호선,0214,강변(동서울터미널),"1,358,505","1,328,352","147,939","144,896",2017-04-03 11:24:33
2017-03,2호선,0215,잠실나루,"470,501","446,468","94,890","95,608",2017-04-03 11:24:33
2017-03,2호선,0216,잠실(송파구청),"2,400,361","2,232,833","223,785","209,849",2017-04-03 11:24:33
2017-03,2호선,0217,잠실새내,"732,223","733,554","125,128","122,818",2017-04-03 11:24:33
2017-03,2호선,0218,종합운동장,"369,096","410,730","55,044","58,155",2017-04-03 11:24:33
2017-03,2호선,0219,삼성(무역센터),"1,654,837","1,721,099","130,579","123,701",2017-04-03 11:24:33
2017-03,2호선,0220,선릉,"1,525,182","1,311,093","214,443","184,396",2017-04-03 11:24:33
2017-03,2호선,0221,역삼,"1,303,586","1,455,366","166,558","170,332",2017-04-03 11:24:33
2017-03,2호선,0222,강남,"3,023,978","3,055,014","177,915","159,714",2017-04-03 11:24:33
2017-03,2호선,0223,교대(법원.검찰청),"1,030,377","1,171,287","177,801","198,643",2017-04-03 11:24:33
2017-03,2호선,0224,서초,"636,781","638,177","89,523","89,903",2017-04-03 11:24:33
2017-03,2호선,0225,방배,"644,866","656,717","88,674","87,098",2017-04-03 11:24:33
2017-03,2호선,0226,사당,"1,168,269","1,397,732","215,098","204,509",2017-04-03 11:24:33
2017-03,2호선,0227,낙성대,"890,180","857,728","120,439","121,747",2017-04-03 11:24:33
2017-03,2호선,0228,서울대입구(관악구청),"1,519,787","1,480,913","227,742","220,366",2017-04-03 11:24:33
2017-03,2호선,0229,봉천,"600,296","540,123","153,300","154,788",2017-04-03 11:24:33
2017-03,2호선,0230,신림,"2,038,909","1,989,591","258,824","265,227",2017-04-03 11:24:33
2017-03,2호선,0231,신대방,"774,950","726,001","138,373","141,711",2017-04-03 11:24:33
2017-03,2호선,0232,구로디지털단지,"1,856,871","1,858,896","177,327","180,904",2017-04-03 11:24:33
2017-03,2호선,0233,대림(구로구청),"875,833","900,938","125,482","130,374",2017-04-03 11:24:33
2017-03,2호선,0234,신도림,"1,767,219","1,776,826","216,488","208,322",2017-04-03 11:24:33
2017-03,2호선,0235,문래,"524,536","531,866","89,439","88,562",2017-04-03 11:24:33
2017-03,2호선,0236,영등포구청,"592,541","599,946","111,102","108,288",2017-04-03 11:24:33
2017-03,2호선,0237,당산,"631,791","715,513","71,731","77,313",2017-04-03 11:24:33
2017-03,2호선,0238,합정,"974,155","1,033,557","77,881","77,168",2017-04-03 11:24:33
2017-03,2호선,0239,홍대입구,"2,370,975","2,534,590","122,784","119,443",2017-04-03 11:24:33
2017-03,2호선,0240,신촌,"1,535,423","1,546,942","152,279","149,138",2017-04-03 11:24:33
2017-03,2호선,0241,이대,"641,581","694,243","80,397","81,207",2017-04-03 11:24:33
2017-03,2호선,0242,아현,"274,580","261,719","67,822","66,807",2017-04-03 11:24:33
2017-03,2호선,0243,충정로(경기대입구),"325,635","351,960","56,284","56,898",2017-04-03 11:24:33
2017-03,2호선,0244,용답,"68,406","72,052","17,974","17,482",2017-04-03 11:24:33
2017-03,2호선,0245,신답,"31,783","35,740","10,744","11,668",2017-04-03 11:24:33
2017-03,2호선,0246,신설동,"95,334","87,525","37,248","36,791",2017-04-03 11:24:33
2017-03,2호선,0247,도림천,"27,466","31,864","6,480","7,247",2017-04-03 11:24:33
2017-03,2호선,0248,양천구청,"184,953","195,549","48,969","49,926",2017-04-03 11:24:33
2017-03,2호선,0249,신정네거리,"254,307","260,390","68,873","69,674",2017-04-03 11:24:33
2017-03,2호선,0250,용두(동대문구청),"49,492","51,332","23,868","25,062",2017-04-03 11:24:33
2017-03,3호선,0309,지축,"23,131","24,891","10,299","12,256",2017-04-03 11:24:33
2017-03,3호선,0310,구파발,"550,556","485,244","103,655","95,721",2017-04-03 11:24:33
2017-03,3호선,0311,연신내,"1,106,132","1,044,125","276,594","268,838",2017-04-03 11:24:33
2017-03,3호선,0312,불광,"484,474","530,252","160,118","176,694",2017-04-03 11:24:33
2017-03,3호선,0313,녹번,"354,942","303,326","72,899","72,232",2017-04-03 11:24:33
2017-03,3호선,0314,홍제,"521,617","495,144","161,152","161,003",2017-04-03 11:24:33
2017-03,3호선,0315,무악재,"103,381","102,936","35,106","38,432",2017-04-03 11:24:33
2017-03,3호선,0316,독립문,"194,958","203,667","79,960","79,954",2017-04-03 11:24:33
2017-03,3호선,0317,경복궁(정부서울청사),"751,147","779,125","100,729","96,016",2017-04-03 11:24:33
2017-03,3호선,0318,안국,"730,880","772,355","140,885","155,943",2017-04-03 11:24:33
2017-03,3호선,0319,종로3가,"232,741","313,319","59,385","65,771",2017-04-03 11:24:33
2017-03,3호선,0320,을지로3가,"240,269","275,771","66,018","64,214",2017-04-03 11:24:33
2017-03,3호선,0321,충무로,44,0,2,0,2017-04-03 11:24:33
2017-03,3호선,0322,동대입구,"366,787","425,968","40,777","43,378",2017-04-03 11:24:33
2017-03,3호선,0323,약수,"383,413","365,797","90,436","87,895",2017-04-03 11:24:33
2017-03,3호선,0324,금호,"223,535","204,031","58,447","57,804",2017-04-03 11:24:33
2017-03,3호선,0325,옥수,"267,791","285,639","61,192","62,276",2017-04-03 11:24:33
2017-03,3호선,0326,압구정,"935,429","1,031,360","161,064","159,262",2017-04-03 11:24:33
2017-03,3호선,0327,신사,"919,431","998,481","76,661","74,414",2017-04-03 11:24:33
2017-03,3호선,0328,잠원,"162,203","155,164","37,682","36,794",2017-04-03 11:24:33
