사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2017-01,1호선,0150,서울역,"1,554,791","1,351,926","195,708","179,838",2017-02-08 12:06:06
2017-01,1호선,0151,시청,"619,719","615,015","106,795","103,829",2017-02-08 12:06:06
2017-01,1호선,0152,종각,"1,231,571","1,152,240","141,085","131,365",2017-02-08 12:06:06
2017-01,1호선,0153,종로3가,"716,837","676,534","328,316","302,961",2017-02-08 12:06:06
2017-01,1호선,0154,종로5가,"525,915","528,244","229,453","218,366",2017-02-08 12:06:06
2017-01,1호선,0155,동대문,"325,095","380,025","119,005","123,511",2017-02-08 12:06:06
2017-01,1호선,0156,신설동,"335,501","330,388","110,943","105,377",2017-02-08 12:06:06
2017-01,1호선,0157,제기동,"282,753","279,835","308,591","330,745",2017-02-08 12:06:06
2017-01,1호선,0158,청량리(서울시립대입구),"508,158","530,458","338,786","342,927",2017-02-08 12:06:06
2017-01,1호선,0159,동묘앞,"154,770","169,750","122,514","124,457",2017-02-08 12:06:06
2017-01,2호선,0201,시청,"644,373","612,336","63,504","57,626",2017-02-08 12:06:06
2017-01,2호선,0202,을지로입구,"1,369,701","1,362,079","107,577","98,383",2017-02-08 12:06:06
2017-01,2호선,0203,을지로3가,"509,048","500,755","80,774","78,126",2017-02-08 12:06:06
2017-01,2호선,0204,을지로4가,"277,033","269,369","90,291","83,670",2017-02-08 12:06:06
2017-01,2호선,0205,동대문역사문화공원,"448,934","524,825","51,459","55,218",2017-02-08 12:06:06
2017-01,2호선,0206,신당,"329,593","352,442","97,624","98,859",2017-02-08 12:06:06
2017-01,2호선,0207,상왕십리,"277,218","260,944","56,971","57,550",2017-02-08 12:06:06
2017-01,2호선,0208,왕십리(성동구청),"501,916","419,654","53,008","44,771",2017-02-08 12:06:06
2017-01,2호선,0209,한양대,"214,902","238,024","13,509","14,482",2017-02-08 12:06:06
2017-01,2호선,0210,뚝섬,"390,979","415,742","56,918","57,201",2017-02-08 12:06:06
2017-01,2호선,0211,성수,"670,857","733,208","91,698","93,571",2017-02-08 12:06:06
2017-01,2호선,0212,건대입구,"1,220,123","1,339,798","86,265","90,796",2017-02-08 12:06:06
2017-01,2호선,0213,구의(광진구청),"601,330","588,063","98,482","99,731",2017-02-08 12:06:06
2017-01,2호선,0214,강변(동서울터미널),"1,305,307","1,305,670","125,845","122,943",2017-02-08 12:06:06
2017-01,2호선,0215,잠실나루,"423,479","400,949","78,367","78,870",2017-02-08 12:06:06
2017-01,2호선,0216,잠실(송파구청),"2,409,488","2,225,484","190,699","178,075",2017-02-08 12:06:06
2017-01,2호선,0217,잠실새내,"662,847","672,814","106,545","104,859",2017-02-08 12:06:06
2017-01,2호선,0218,종합운동장,"299,679","333,234","43,948","46,394",2017-02-08 12:06:06
2017-01,2호선,0219,삼성(무역센터),"1,503,128","1,550,428","121,565","124,989",2017-02-08 12:06:06
2017-01,2호선,0220,선릉,"1,395,768","1,195,848","188,919","157,406",2017-02-08 12:06:06
2017-01,2호선,0221,역삼,"1,204,407","1,322,767","141,353","141,825",2017-02-08 12:06:06
2017-01,2호선,0222,강남,"2,974,554","2,996,605","158,179","139,911",2017-02-08 12:06:06
2017-01,2호선,0223,교대(법원.검찰청),"898,850","1,013,769","145,579","161,225",2017-02-08 12:06:06
2017-01,2호선,0224,서초,"558,665","557,995","74,810","74,098",2017-02-08 12:06:06
