사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2017-08,1호선,0150,서울역,"1,364,076","1,324,337","201,406","196,003",2017-09-03 13:49:39
2017-08,1호선,0151,시청,"608,146","614,427","90,914","88,400",2017-09-03 13:49:39
2017-08,1호선,0152,종각,"1,204,542","1,155,857","154,068","145,318",2017-09-03 13:49:39
2017-08,1호선,0153,종로3가,"677,440","636,960","363,996","338,583",2017-09-03 13:49:39
2017-08,1호선,0154,종로5가,"487,432","500,206","265,077","254,070",2017-09-03 13:49:39
2017-08,1호선,0155,동대문,"309,280","364,529","128,976","135,550",2017-09-03 13:49:39
2017-08,1호선,0156,신설동,"333,605","327,635","117,640","112,423",2017-09-03 13:49:39
2017-08,1호선,0157,제기동,"275,569","268,852","307,312","326,431",2017-09-03 13:49:39
2017-08,1호선,0158,청량리(서울시립대입구),"472,646","492,485","338,117","342,840",2017-09-03 13:49:39
2017-08,1호선,0159,동묘앞,"157,243","169,850","130,611","133,335",2017-09-03 13:49:39
2017-08,2호선,0201,시청,"646,515","618,875","56,083","51,661",2017-09-03 13:49:39
2017-08,2호선,0202,을지로입구,"1,334,361","1,339,739","110,915","102,730",2017-09-03 13:49:39
2017-08,2호선,0203,을지로3가,"512,121","514,477","84,524","83,408",2017-09-03 13:49:39
2017-08,2호선,0204,을지로4가,"276,294","270,390","92,368","86,697",2017-09-03 13:49:39
2017-08,2호선,0205,동대문역사문화공원,"497,324","576,537","56,649","61,203",2017-09-03 13:49:39
2017-08,2호선,0206,신당,"337,277","354,304","104,894","107,435",2017-09-03 13:49:39
2017-08,2호선,0207,상왕십리,"327,060","307,544","65,535","66,907",2017-09-03 13:49:39
2017-08,2호선,0208,왕십리(성동구청),"515,798","430,479","58,251","49,730",2017-09-03 13:49:39
2017-08,2호선,0209,한양대,"230,431","257,885","14,538","15,533",2017-09-03 13:49:39
2017-08,2호선,0210,뚝섬,"426,286","456,918","63,919","64,276",2017-09-03 13:49:39
2017-08,2호선,0211,성수,"677,048","743,936","97,186","98,905",2017-09-03 13:49:39
2017-08,2호선,0212,건대입구,"1,213,568","1,347,488","92,767","95,815",2017-09-03 13:49:39
2017-08,2호선,0213,구의(광진구청),"590,243","565,750","102,715","104,950",2017-09-03 13:49:39
2017-08,2호선,0214,강변(동서울터미널),"1,322,874","1,318,962","142,316","140,037",2017-09-03 13:49:39
2017-08,2호선,0215,잠실나루,"428,148","408,816","86,793","87,861",2017-09-03 13:49:39
2017-08,2호선,0216,잠실(송파구청),"2,490,353","2,344,045","222,955","210,465",2017-09-03 13:49:39
2017-08,2호선,0217,잠실새내,"676,881","686,421","116,785","114,436",2017-09-03 13:49:39
2017-08,2호선,0218,종합운동장,"465,717","520,627","53,179","56,638",2017-09-03 13:49:39
2017-08,2호선,0219,삼성(무역센터),"1,602,107","1,658,290","128,585","121,868",2017-09-03 13:49:39
2017-08,2호선,0220,선릉,"1,419,160","1,209,222","200,961","172,512",2017-09-03 13:49:39
2017-08,2호선,0221,역삼,"1,219,521","1,360,593","151,752","154,991",2017-09-03 13:49:39
2017-08,2호선,0222,강남,"3,017,517","3,032,408","165,636","147,096",2017-09-03 13:49:39
2017-08,2호선,0223,교대(법원.검찰청),"936,473","1,055,366","156,274","173,628",2017-09-03 13:49:39
2017-08,2호선,0224,서초,"585,742","590,328","79,383","79,889",2017-09-03 13:49:39
2017-08,2호선,0225,방배,"509,415","517,057","77,427","76,855",2017-09-03 13:49:39
2017-08,2호선,0226,사당,"1,018,250","1,226,070","187,826","180,342",2017-09-03 13:49:39
2017-08,2호선,0227,낙성대,"794,488","751,295","107,802","109,499",2017-09-03 13:49:39
2017-08,2호선,0228,서울대입구(관악구청),"1,354,126","1,326,433","210,635","202,908",2017-09-03 13:49:39
2017-08,2호선,0229,봉천,"556,535","496,159","149,914","151,273",2017-09-03 13:49:39
2017-08,2호선,0230,신림,"1,858,747","1,807,856","236,426","242,273",2017-09-03 13:49:39
2017-08,2호선,0231,신대방,"723,795","669,241","131,129","133,518",2017-09-03 13:49:39
2017-08,2호선,0232,구로디지털단지,"1,705,205","1,703,084","166,726","169,454",2017-09-03 13:49:39
2017-08,2호선,0233,대림(구로구청),"781,497","804,554","112,511","116,769",2017-09-03 13:49:39
2017-08,2호선,0234,신도림,"1,601,288","1,601,579","206,355","198,519",2017-09-03 13:49:39
2017-08,2호선,0235,문래,"481,818","491,476","83,103","82,612",2017-09-03 13:49:39
2017-08,2호선,0236,영등포구청,"530,445","538,791","106,544","104,919",2017-09-03 13:49:39
2017-08,2호선,0237,당산,"548,204","621,799","64,890","70,116",2017-09-03 13:49:39
2017-08,2호선,0238,합정,"916,823","991,555","71,450","71,021",2017-09-03 13:49:39
2017-08,2호선,0239,홍대입구,"2,267,398","2,437,418","112,439","109,169",2017-09-03 13:49:39
2017-08,2호선,0240,신촌,"1,302,829","1,337,964","138,727","136,786",2017-09-03 13:49:39
2017-08,2호선,0241,이대,"463,376","492,180","58,282","59,053",2017-09-03 13:49:39
2017-08,2호선,0242,아현,"237,857","222,801","64,752","64,196",2017-09-03 13:49:39
2017-08,2호선,0243,충정로(경기대입구),"283,253","301,684","52,131","52,364",2017-09-03 13:49:39
2017-08,2호선,0244,용답,"59,645","59,514","16,461","15,727",2017-09-03 13:49:39
2017-08,2호선,0245,신답,"30,288","34,377","10,231","11,270",2017-09-03 13:49:39
2017-08,2호선,0246,신설동,"81,673","78,734","32,484","33,043",2017-09-03 13:49:39
2017-08,2호선,0247,도림천,"26,066","28,551","6,447","6,951",2017-09-03 13:49:39
2017-08,2호선,0248,양천구청,"151,517","160,592","42,801","43,819",2017-09-03 13:49:39
2017-08,2호선,0249,신정네거리,"221,087","227,045","65,034","66,275",2017-09-03 13:49:39
2017-08,2호선,0250,용두(동대문구청),"45,441","46,699","22,949","23,831",2017-09-03 13:49:39
2017-08,3호선,0309,지축,"24,315","25,648","10,489","13,067",2017-09-03 13:49:39
2017-08,3호선,0310,구파발,"510,412","466,371","104,188","98,070",2017-09-03 13:49:39
2017-08,3호선,0311,연신내,"1,008,057","936,353","262,612","254,282",2017-09-03 13:49:39
2017-08,3호선,0312,불광,"424,664","461,130","154,613","170,178",2017-09-03 13:49:39
2017-08,3호선,0313,녹번,"313,393","260,536","64,703","62,828",2017-09-03 13:49:39
2017-08,3호선,0314,홍제,"427,388","394,658","149,230","147,677",2017-09-03 13:49:39
2017-08,3호선,0315,무악재,"90,745","87,602","33,086","35,732",2017-09-03 13:49:39
2017-08,3호선,0316,독립문,"173,857","176,217","71,238","71,255",2017-09-03 13:49:39
2017-08,3호선,0317,경복궁(정부서울청사),"620,017","645,896","84,381","81,055",2017-09-03 13:49:39
2017-08,3호선,0318,안국,"630,221","676,744","127,607","136,439",2017-09-03 13:49:39
2017-08,3호선,0319,종로3가,"210,337","296,415","54,873","61,111",2017-09-03 13:49:39
2017-08,3호선,0320,을지로3가,"226,084","250,294","59,457","58,309",2017-09-03 13:49:39
2017-08,3호선,0321,충무로,34,0,1,0,2017-09-03 13:49:39
2017-08,3호선,0322,동대입구,"274,389","309,584","35,292","37,269",2017-09-03 13:49:39
2017-08,3호선,0323,약수,"337,062","324,940","83,941","81,761",2017-09-03 13:49:39
2017-08,3호선,0324,금호,"201,217","182,297","54,956","54,115",2017-09-03 13:49:39
2017-08,3호선,0325,옥수,"239,665","249,017","61,007","61,853",2017-09-03 13:49:39
2017-08,3호선,0326,압구정,"866,289","953,018","139,642","137,629",2017-09-03 13:49:39
2017-08,3호선,0327,신사,"851,407","929,227","69,988","66,833",2017-09-03 13:49:39
2017-08,3호선,0328,잠원,"144,748","140,021","33,953","32,656",2017-09-03 13:49:39
2017-08,3호선,0329,고속터미널,"1,690,548","1,590,169","188,120","178,893",2017-09-03 13:49:39
2017-08,3호선,0330,교대(법원.검찰청),"368,207","248,345","67,851","43,587",2017-09-03 13:49:39
2017-08,3호선,0331,남부터미널(예술의전당),"928,832","960,738","122,743","122,928",2017-09-03 13:49:39
2017-08,3호선,0332,양재(서초구청),"995,567","1,080,928","156,465","158,953",2017-09-03 13:49:39
2017-08,3호선,0333,매봉,"267,976","257,412","53,746","48,673",2017-09-03 13:49:39
2017-08,3호선,0334,도곡,"166,083","160,800","28,821","24,365",2017-09-03 13:49:39
2017-08,3호선,0335,대치,"322,364","305,482","59,836","57,145",2017-09-03 13:49:39
2017-08,3호선,0336,학여울,"55,481","58,568","14,293","14,281",2017-09-03 13:49:39
2017-08,3호선,0337,대청,"252,715","219,393","56,217","54,088",2017-09-03 13:49:39
2017-08,3호선,0338,일원,"203,993","211,318","54,637","57,307",2017-09-03 13:49:39
2017-08,3호선,0339,수서,"410,032","406,908","94,883","91,809",2017-09-03 13:49:39
2017-08,3호선,0340,가락시장,"224,502","217,929","70,425","68,754",2017-09-03 13:49:39
2017-08,3호선,0341,경찰병원,"184,092","182,821","39,074","39,820",2017-09-03 13:49:39
2017-08,3호선,0342,오금,"176,019","157,554","27,153","25,355",2017-09-03 13:49:39
2017-08,4호선,0409,당고개,"304,625","283,817","95,945","95,401",2017-09-03 13:49:39
2017-08,4호선,0410,상계,"523,440","458,465","115,469","114,240",2017-09-03 13:49:39
2017-08,4호선,0411,노원,"588,193","677,392","90,453","88,899",2017-09-03 13:49:39
2017-08,4호선,0412,창동,"690,438","731,548","184,127","194,785",2017-09-03 13:49:39
2017-08,4호선,0413,쌍문,"832,100","709,936","166,523","160,389",2017-09-03 13:49:39
2017-08,4호선,0414,수유(강북구청),"1,078,037","1,049,820","256,286","256,237",2017-09-03 13:49:39
2017-08,4호선,0415,미아(서울사이버대학),"419,590","372,953","130,022","130,392",2017-09-03 13:49:39
