사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2016-06,1호선,0150,서울역,"1,665,738","1,456,754","221,157","204,446",2016-07-08 13:02:41
2016-06,1호선,0151,시청,"677,099","684,254","96,838","95,268",2016-07-08 13:02:41
2016-06,1호선,0152,종각,"1,204,539","1,163,636","153,420","145,396",2016-07-08 13:02:41
2016-06,1호선,0153,종로3가,"704,957","648,386","352,937","324,507",2016-07-08 13:02:41
2016-06,1호선,0154,종로5가,"553,988","578,058","270,096","260,945",2016-07-08 13:02:41
2016-06,1호선,0155,동대문,"344,007","414,141","138,300","149,559",2016-07-08 13:02:41
2016-06,1호선,0156,신설동,"385,108","378,248","120,693","116,719",2016-07-08 13:02:41
2016-06,1호선,0157,제기동,"284,663","280,714","302,902","317,699",2016-07-08 13:02:41
2016-06,1호선,0158,청량리(지하),"552,052","574,835","347,697","357,140",2016-07-08 13:02:41
2016-06,1호선,0159,동묘앞,"170,679","187,019","140,899","141,939",2016-07-08 13:02:41
2016-06,2호선,0201,시청,"724,074","706,473","61,667","57,703",2016-07-08 13:02:41
2016-06,2호선,0202,을지로입구,"1,433,090","1,443,107","116,049","108,277",2016-07-08 13:02:41
2016-06,2호선,0203,을지로3가,"528,493","520,330","92,918","90,221",2016-07-08 13:02:41
2016-06,2호선,0204,을지로4가,"298,572","297,422","95,225","90,607",2016-07-08 13:02:41
2016-06,2호선,0205,동대문역사문화공원,"527,692","617,218","60,882","66,208",2016-07-08 13:02:41
2016-06,2호선,0206,신당,"357,008","376,509","108,393","110,711",2016-07-08 13:02:41
2016-06,2호선,0207,상왕십리,"273,729","256,586","60,199","60,909",2016-07-08 13:02:41
2016-06,2호선,0208,왕십리(성동구청),"564,234","478,002","60,995","52,411",2016-07-08 13:02:41
2016-06,2호선,0209,한양대,"342,287","403,157","15,577","16,684",2016-07-08 13:02:41
2016-06,2호선,0210,뚝섬,"431,760","462,025","66,640","67,517",2016-07-08 13:02:41
2016-06,2호선,0211,성수,"676,817","746,896","99,618","101,768",2016-07-08 13:02:41
2016-06,2호선,0212,건대입구,"1,284,478","1,410,935","95,331","100,432",2016-07-08 13:02:41
2016-06,2호선,0213,구의,"640,845","621,140","110,218","111,677",2016-07-08 13:02:41
2016-06,2호선,0214,강변,"1,363,728","1,356,970","148,964","146,935",2016-07-08 13:02:41
2016-06,2호선,0215,잠실나루,"467,074","446,385","88,893","89,921",2016-07-08 13:02:41
2016-06,2호선,0216,잠실,"2,273,770","2,104,962","210,312","195,403",2016-07-08 13:02:41
2016-06,2호선,0217,신천,"698,992","692,200","117,764","115,216",2016-07-08 13:02:41
2016-06,2호선,0218,종합운동장,"499,668","572,998","58,822","63,090",2016-07-08 13:02:41
2016-06,2호선,0219,삼성,"1,560,030","1,634,568","126,676","121,105",2016-07-08 13:02:41
