,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울시 구별 일별 시간대별 교통사고 건수(2017년~2018년),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
발생일,발생지_구,종로구,중구,용산구,성동구,동대문구,성북구,도봉구,은평구,서대문구,마포구,강서구,구로구,영등포구,동작구,관악구,강남구,강동구,송파구,서초구,양천구,중랑구,노원구,광진구,강북구,금천구,합계:,
,발생시간_분류,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,사고건수,
20170527,12시-14시,,,,,1,,,2,2,,,,1,,,2,,1,1,1,1,,,2,,14,
20170527,14시-16시,2,1,1,,,,,,1,,1,,1,,2,3,1,1,2,,,,2,,,18,
20170527,16시-18시,2,,1,,,1,1,,,1,1,,2,,,3,,1,3,,1,,,,1,18,
20170527,18시-20시,,,2,,,3,,1,1,,1,,1,,,,1,1,,,,2,,,,13,
20170527,20시-22시,1,1,,,,1,,,,,1,1,1,,,,,,,,2,,1,,1,10,
20170527,22시-24시,,1,,,,,,,,,1,1,1,2,,,,1,,,,,,,,7,
20170528,00시-02시,,,1,,2,,,1,,,,1,1,1,1,,,,,,,,,1,,9,
20170528,02시-04시,,,,,,,,,1,,,,,,,,,,,,1,,1,,,3,
20170528,04시-06시,,1,,,,,,,,1,,,1,,,,,,1,,1,,1,2,,8,
20170528,06시-08시,1,,1,,,2,,,,1,,,,,,,,,,,,,,,,5,
20170528,08시-10시,,,,2,1,1,,,,,,,,,,,,1,,,,,,,,5,
20170528,10시-12시,,,,,,1,,,,,,1,2,,,1,,1,,,1,,,,,7,
20170528,12시-14시,1,,1,,1,,,,1,,,,1,,,,2,,,1,2,,,,,10,
20170528,14시-16시,,,,,,,,,,1,,1,5,3,,5,,,1,,4,,,,,20,
20170528,16시-18시,,,,,2,,,,,,,,1,,,1,,3,,1,3,1,1,1,,14,
20170528,18시-20시,,,,,,,1,,1,,,,,,,,2,1,,,,,2,,,7,
20170528,20시-22시,,,,,,,,1,,1,1,1,,,1,,,,2,,,,,,,7,
20170528,22시-24시,,,,1,,1,,,,,,,1,,,,,1,1,1,1,,,,,7,
20170529,00시-02시,1,,,1,,1,,,2,,,,1,,,1,,,1,,,,,,,8,
20170529,02시-04시,,,,,1,,,,,,,,,,,,,1,,,,,,,,2,
20170529,04시-06시,,,,,,,,1,,,,,,,1,,,,,,,,,,,2,
20170529,06시-08시,,,,,1,,,,,,1,1,2,,1,1,,,,1,,,,,,8,
20170529,08시-10시,1,3,,,,1,,,1,1,,,1,1,,1,1,2,3,,,,,,1,17,
20170529,10시-12시,1,1,,,1,3,,,,,,,,,,,1,1,,1,1,,,,,10,
20170529,12시-14시,,,1,,,1,,,1,,,,1,,,1,,,2,1,1,,1,1,,11,
20170529,14시-16시,,1,,,,1,,,,,1,1,1,,,3,1,,,,1,,,,,10,
20170529,16시-18시,,1,,,,1,1,1,,,,1,,,,2,,,,,,,,,,7,
20170529,18시-20시,,1,,,,,,,,2,1,,,,,1,,1,1,1,,,,,,8,
20170529,20시-22시,1,,,,,,,1,,2,,1,,,,,,,2,1,,1,,,,9,
20170529,22시-24시,1,1,,,,1,,,,,,,1,,,2,1,3,1,,,,,1,,12,
20170530,00시-02시,,,,,,,,1,,,,,,,,3,,,,,,1,,,,5,
20170530,02시-04시,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,
20170530,04시-06시,,,,,,,1,,,1,,,,1,,1,,,,,,,,,,4,
20170530,06시-08시,,,,,,,,,,2,,,1,,,,1,,1,1,,,,,,6,
20170530,08시-10시,1,,2,1,,,,,,2,2,2,,1,,1,1,1,2,,,,,,,16,
20170530,10시-12시,,1,,1,,,,,,1,,,,,,1,1,1,2,,,1,,1,1,11,
20170530,12시-14시,,1,,,1,1,,,1,,,,,1,1,,,,,,,2,,,,8,
20170530,14시-16시,,,,,,2,1,,,1,1,2,,,,1,,,,1,,,,1,1,11,
20170530,16시-18시,,1,,,1,,1,,,,1,,1,,1,2,,2,1,2,,1,,,1,15,
20170530,18시-20시,,1,,,,,,,,2,,,,,,,1,,1,1,,,1,2,,9,
20170530,20시-22시,,,,,,,,,1,2,2,1,1,,1,2,,1,1,1,,1,,,,14,
20170530,22시-24시,,,,,,,,,2,1,,,,1,,1,,,1,,,,1,1,,8,
20170531,00시-02시,,,,,,,1,1,1,1,1,,1,,1,1,,1,,,,,1,,1,11,
20170531,02시-04시,,,,1,,,,,,,,,2,,,,,,,,,,,,,3,
20170531,04시-06시,,,,,,,,,,,,,1,,,,,1,,,,,,,,2,
20170531,06시-08시,,,,,,,,,,,,,,,,1,,1,1,,1,,,,,4,
20170531,08시-10시,,1,1,,,,,,1,,,1,1,,1,,1,1,,2,1,2,1,,,14,
20170531,10시-12시,,,,,1,,,,,,,,,,,,1,,1,2,,,,,,5,
20170531,12시-14시,,,,1,1,1,,1,,,,,,,,2,,,1,,,1,,,,8,
20170531,14시-16시,,1,2,,1,,1,1,,,,1,1,1,,1,1,,,,,,,1,,12,
20170531,16시-18시,,,,3,1,,,1,2,,,1,1,1,,1,,,2,,,2,,1,,16,
20170531,18시-20시,,1,,,,,,,1,,1,,,,1,,,2,,,,,,,1,7,
20170531,20시-22시,,,,,,1,,,,1,1,,,1,,,,1,2,,2,,,,2,11,
20170531,22시-24시,,,,,,1,,,1,,,,2,,1,,,,,,,,,,1,6,
20170601,00시-02시,,1,,,1,,,,,1,1,1,,,,1,,,,,,,,,,6,
20170601,02시-04시,,,,,,,,,,1,,,,,,1,,,,1,,,,,1,4,
20170601,04시-06시,,,,,,,,,,,1,,,,,1,1,,,,,,,1,,4,
20170601,06시-08시,,,,,,,,,,,3,,,,,,,2,,,,,1,,1,7,
20170601,08시-10시,,,,,1,,,,1,,,1,,1,1,,,3,,,,,1,1,,10,
20170601,10시-12시,,1,,,1,1,,1,1,,,1,1,,1,,,2,,,1,,,,1,12,
20170601,12시-14시,1,1,1,,,,,,,,,,1,1,,1,,,,,,1,,1,,8,
20170601,14시-16시,,1,,,,,1,1,1,2,,,,,1,,1,,2,,,1,,,,11,
20170601,16시-18시,1,,1,,,1,,,,2,,1,1,,1,1,,,3,,,,,,,12,
20170601,18시-20시,,1,1,1,1,2,,,,1,,,,,,,,,1,,,,,,1,9,
20170601,20시-22시,,,,1,,,,1,,1,,,,1,,1,,1,1,,,1,2,,,10,
20170601,22시-24시,,,,1,,,1,,,1,,1,,1,,,,1,,,,,,,1,7,
20170602,00시-02시,,1,,,,,,,,,1,,,,,2,1,,,,,1,,,,6,
20170602,02시-04시,,,1,,,,,,,1,,,,,,,,,,,1,,,,,3,
20170602,04시-06시,,1,,,,1,,,,2,,,,,,,,,1,,1,,,,,6,
20170602,06시-08시,,,,,1,,,,,1,,,1,,,3,,2,1,1,,1,,,,11,
20170602,08시-10시,,,,,,,,,,1,1,1,1,,1,2,1,1,,2,,,1,,1,13,
20170602,10시-12시,1,,,1,1,,,,,,,,,,,1,,2,2,,,,,,,8,
20170602,12시-14시,,,,1,1,,,,,1,,,,1,,1,,,2,,,1,1,,,9,
20170602,14시-16시,,,,,,,,,,,1,1,,,1,1,,2,,,1,,,1,,8,
20170602,16시-18시,,,,,2,1,1,,,,,,,1,,5,3,1,1,,1,,,,,16,
20170602,18시-20시,,2,,,,1,,1,,,,,1,,1,1,,,1,1,1,,,1,1,12,
20170602,20시-22시,,,,,1,,1,1,1,2,2,,1,1,,1,,,,,,,,,,11,
20170602,22시-24시,,,,3,1,,1,,,,,1,,,,1,,,1,1,1,,,1,,11,
20170603,00시-02시,,,,,,2,1,,,,,,1,,,2,2,2,1,,1,,,1,,13,
20170603,02시-04시,,,,,2,3,,,1,1,,,,,,1,,,1,,,,,,,9,
20170603,04시-06시,,,,,,,,1,,,,1,,,,,,1,1,,,,,,,4,
20170603,06시-08시,,,,,1,,,,,2,1,,,,,,,1,,1,1,,,,,7,
20170603,08시-10시,,,,,,2,,1,,,,,,,,2,,,,,,,1,,,6,
20170603,10시-12시,1,,,,,1,,,1,1,1,,,,,1,1,,1,,,,,1,,9,
20170603,12시-14시,,,,,,2,,,1,2,,,,,,1,1,2,1,,,,,,,10,
20170603,14시-16시,1,,,,1,1,,,,,,1,2,,,1,1,3,,,1,1,,,,13,
20170603,16시-18시,,1,,1,1,,,,,1,2,1,,3,,,1,1,,,,,,,,12,
20170603,18시-20시,,1,,1,1,,,,1,1,,,3,,1,,,2,,,1,2,,1,,15,
20170603,20시-22시,,,,,,1,,,,,2,,1,1,2,,1,2,,,1,,,,1,12,
20170603,22시-24시,1,,,1,,,,,,,,1,,1,,2,,,,,,,,,,6,
20170604,00시-02시,1,1,,1,,,,,,,,,,,,1,2,,,,,,,,,6,
20170604,02시-04시,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,4,
20170604,04시-06시,,,1,,,,,,,,1,,1,,,,,1,1,,,1,,,,6,
20170604,06시-08시,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,5,
20170604,08시-10시,,1,,1,,,,2,,,,,,,,,,,,,,,,,,4,
20170604,10시-12시,,,,,,,,1,,,,,2,,1,,,,,1,2,1,,,1,9,
20170604,12시-14시,,,,,,,,1,1,1,,,1,,,,1,,1,3,,,,,,9,
20170604,14시-16시,1,1,1,,,,,1,,,3,,,,,2,,,1,,,,,,,10,
20170604,16시-18시,,,,,,,,,,2,1,1,2,,1,,,1,2,1,1,,1,,,13,
20170604,18시-20시,,,1,,,,,,,2,1,,1,2,,1,,,1,1,,,1,,1,12,
20170604,20시-22시,,1,,,,1,,,,1,,,1,,1,1,1,,1,,,,,,,8,
20170604,22시-24시,,,,,,3,,,,2,,,,,1,1,,1,1,,1,,,,,10,
20170605,00시-02시,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,5,
20170605,02시-04시,,,,,1,,,,,1,,,,,,,,,,,1,,,,,3,
20170605,04시-06시,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
20170605,06시-08시,,,,,,,,,,,1,,,,,,,,1,,,1,,1,,4,
20170605,08시-10시,,,,1,,,,,,,1,1,,1,1,1,,2,,,,1,1,2,1,13,
20170605,10시-12시,,1,,,,,,,,1,,2,2,,,1,1,,1,,,,,1,1,11,
20170605,12시-14시,,,,,,,,,1,,,,,1,,1,,,1,,,,,,,4,
20170605,14시-16시,,1,,,1,,,,,,1,,,1,,2,1,1,,,,,,,1,9,
20170605,16시-18시,,,2,,2,2,,,,,,,1,,,4,1,1,,,,1,,1,2,17,
20170605,18시-20시,,1,,1,,,,,,1,,1,1,,1,,3,,1,,,,,1,,11,
20170605,20시-22시,,1,2,1,1,1,1,,1,,1,,,,1,3,,1,1,,,,,,,15,
20170605,22시-24시,,,2,,2,2,,1,,2,1,1,1,1,,1,,,,2,,,1,,,17,
20170606,00시-02시,,,,,,1,1,,,,,,,,1,,,,,,,,,,,3,
20170606,02시-04시,,,,,,2,,1,,,,,,,,,,,,,,,,,,3,
20170606,04시-06시,,,,,,,,,1,,1,,,1,,,,,1,,,1,,,,5,
20170606,06시-08시,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,4,
20170606,08시-10시,,,,,,1,2,,,,,,,,,,,,1,,,,,,,4,
20170606,10시-12시,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,4,
20170606,12시-14시,1,2,1,,,,,,,,,,2,1,2,,,1,,,,,,,,10,
20170606,14시-16시,,1,,,,,,1,1,,,,3,,,,,3,1,,,,,2,2,14,
20170606,16시-18시,1,1,,,,2,,,,,1,1,1,,,,,,,,1,1,1,2,,12,
20170606,18시-20시,,,,,,1,,,1,,,,,1,,,1,1,1,2,,,,,,8,
20170606,20시-22시,,,,,1,1,1,1,,1,,,,,1,,,1,,1,1,1,2,2,,14,
20170606,22시-24시,,,,,,1,,1,,1,1,1,,,2,1,,1,1,1,,,1,,1,13,
20170607,00시-02시,,,1,,,,,,,,,1,1,,,5,,2,,,,,,,,10,
20170607,02시-04시,,,,1,1,,,,,1,,,,,,1,,,1,,,1,,,,6,
20170607,04시-06시,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,4,
20170607,06시-08시,,2,2,,,,,,,,,,,,,,,1,,,,2,,,,7,
20170607,08시-10시,,,,,,,,,,,,3,1,,,2,1,,3,,,,,,,10,
20170607,10시-12시,2,,,,,,,,1,,,1,1,1,,,,1,,,,,1,,,8,
20170607,12시-14시,1,,,1,1,,,,,,1,,,2,,2,,1,,,,,,,,9,
20170607,14시-16시,,,,2,1,,1,,1,,,1,,1,,1,,1,,1,,,,,,10,
20170607,16시-18시,1,,1,,,,,,,1,,,1,1,,2,,1,2,,,,,2,,12,
20170607,18시-20시,,,,,2,,,,2,,2,1,,,1,1,,1,,,1,,,1,,12,
20170607,20시-22시,2,,,,1,1,1,,,,,,,1,,,,,,,1,1,,1,,9,
20170607,22시-24시,1,,,,1,,,,,,1,,1,,,,,,1,,,,,1,,6,
20170608,00시-02시,,1,,,,1,,,,,2,,2,,,2,1,1,1,,,,1,,,12,
20170608,02시-04시,,,,,,,,,,,,,,,1,,1,1,,,,,,,,3,
20170608,04시-06시,,,,,,1,,,1,,,,,,,,2,,,,,1,1,,,6,
20170608,06시-08시,1,1,,,,,,,,,,,,,,1,,1,,,,1,,,,5,
20170608,08시-10시,,,,,,1,,,1,,,,,,,1,2,1,2,1,,1,1,,1,12,
20170608,10시-12시,,2,1,,,,,,,,2,1,,,,,1,,,,,,,,,7,
20170608,12시-14시,,2,,,,1,,,,1,,1,,,2,,,,,,,,2,1,,10,
20170608,14시-16시,1,,,,,1,,1,,1,,1,1,1,,1,1,,1,,,,,,,10,
20170608,16시-18시,,1,1,1,,4,,1,,2,1,,2,1,1,1,,,1,,,,,,,17,
20170608,18시-20시,,,,,1,,1,,,,1,,,1,,,,,1,2,1,,2,,,10,
20170608,20시-22시,,,,,1,,1,,,1,,,1,1,,1,1,,,,,,,1,,8,
20170608,22시-24시,,,,,,,,2,,1,,1,,,,,,2,,1,,,,,1,8,
20170609,00시-02시,,1,,,,,,,,1,,,,,,3,,2,,,,1,,,,8,
20170609,02시-04시,,,,,,,,,1,,,1,,,,,,1,,,,,,1,,4,
20170609,04시-06시,,1,,,,1,,,,,1,,,,,,,,,,,,,,,3,
20170609,06시-08시,1,,1,1,,,,,,,,,1,,,1,1,2,2,1,,,,,,11,
20170609,08시-10시,,,1,2,,1,,1,1,,1,,,,,,,1,,,,1,,1,,10,
20170609,10시-12시,,,,,,,1,,,,,,2,,2,,,2,,,,,,1,,8,
20170609,12시-14시,,,,,1,1,,,,,,1,,,,3,2,,3,,,,,,1,12,
20170609,14시-16시,1,,1,,,,,,1,,,1,,,,1,,1,2,1,,2,,,,11,
20170609,16시-18시,,,,,,,,,2,,,,1,,1,1,1,2,1,1,,1,,,,11,
20170609,18시-20시,,1,,,,,1,,,,,1,,,1,2,,,,1,,1,,2,,10,
20170609,20시-22시,,1,1,,,,,1,,,,,1,,,1,,2,,1,,1,,1,,10,
20170609,22시-24시,,,1,1,2,,,1,,,1,,1,1,,1,,1,,,,,,,,10,
20170610,00시-02시,1,,,,,1,,,,,,,2,,1,,2,,,,,1,,,,8,
20170610,02시-04시,,1,1,,1,,,1,,,1,2,,,2,,,,1,,2,1,,,,13,
20170610,04시-06시,,,,1,,,,1,,,,1,,,1,3,,1,,,,,,,,8,
20170610,06시-08시,1,,,,,,,,,,,,,1,,,,,1,,,,,,,3,
20170610,08시-10시,1,1,,2,,,,1,,,,,,,,1,,2,1,,,,,2,,11,
20170610,10시-12시,,,2,,,1,1,1,,2,,1,2,,,1,,3,,,,1,,,,15,
20170610,12시-14시,,1,1,,1,,,,,,,,,1,1,5,,1,,,,,1,,,12,
20170610,14시-16시,,,,,,,,,,1,2,,1,1,,,1,,1,2,,,,1,,10,
20170610,16시-18시,1,,,,,,,,1,1,,,,,3,,,,,1,1,,,1,,9,
20170610,18시-20시,,,,1,,1,3,,,,,,,,,1,,,1,,,,,,1,8,
20170610,20시-22시,,,,1,,,,,,,1,,,,,,,,,,1,1,2,,,6,
20170610,22시-24시,,,,2,,,,1,,2,,,5,,,,,1,,,1,,,,1,13,
20170611,00시-02시,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,4,
20170611,02시-04시,,,1,,,1,,,1,,,1,1,1,,1,,2,,1,,,,,,10,
20170611,04시-06시,1,,1,1,1,1,,,,,,,1,,2,1,,1,,,,,,,2,12,
20170611,06시-08시,,,,,,,,,,,,,1,,,1,,,,,,1,,,,3,
20170611,08시-10시,1,,,,1,,,,,1,,,,,,1,,1,1,,,,,,1,7,
20170611,10시-12시,,,1,,,,,,,1,,,1,,,1,1,,,,1,,,1,,7,
20170611,12시-14시,,1,,,1,,,,,,,,,,1,,,,,,,,,1,1,5,
20170611,14시-16시,,,,2,1,1,,,1,,,,,,,,3,2,,,,,,,,10,
20170611,16시-18시,2,2,,,1,1,1,,,1,,,,,1,,2,2,,,1,,1,,2,17,
20170611,18시-20시,1,,,,2,,,,,,,,,1,,,1,,,2,,,,,,7,
20170611,20시-22시,,,,1,,,,,,,,1,,,,1,,1,,,,,,,,4,
20170611,22시-24시,1,,,,,,,,,,,,,,,,,,,1,,,,1,,3,
20170612,00시-02시,,,1,,,,,,,,,,,,,,,1,,,,,,,,2,
20170612,02시-04시,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,4,
20170612,04시-06시,,,1,,1,,,,,,,,,,,,,,,,,,,,,2,
20170612,06시-08시,1,1,,,2,,1,,,,,1,,,,,,,,,1,,1,,,8,
20170612,08시-10시,,,,,,1,,,2,,,,,,1,2,,,1,2,,1,,,,10,
20170612,10시-12시,2,,,,1,,,,,,,,2,,1,,,1,1,,2,,,1,,11,
20170612,12시-14시,1,,,,1,,,1,,1,1,1,1,,,1,1,,1,,,,1,,,11,
20170612,14시-16시,1,2,1,,,1,3,1,3,1,,,3,,,,,2,,,2,,,,,20,
20170612,16시-18시,,,,,1,1,1,,,1,,3,,,1,2,,1,,,1,1,1,,,14,
20170612,18시-20시,,,,1,,,,,,,1,,1,,,1,,1,,,,,,,,5,
20170612,20시-22시,,,1,,1,,,,,,,1,1,,,2,,,2,1,,,2,,,11,
20170612,22시-24시,,,,,1,,,1,,,,3,,,,,,,1,,,,,,,6,
20170613,00시-02시,,,,,,,,,,,,,,1,,,,1,1,,,,,,,3,
20170613,02시-04시,,,,,,1,,,,1,,,,,1,,,,1,,,1,1,1,,7,
20170613,04시-06시,,,,,,,,,,,,1,,,,,,1,,,1,,,,,3,
20170613,06시-08시,,,,,,,,,,,1,,1,1,,,,,,,,,,,,3,
20170613,08시-10시,1,,1,,,,,,1,2,,1,1,1,,1,,2,3,,,,1,,,15,
20170613,10시-12시,1,,,,1,2,,,,,1,,1,1,,1,,,2,1,,1,,,,12,
20170613,12시-14시,1,,,,1,,1,,,,,1,1,1,,,,,,,,,,,,6,
20170613,14시-16시,,,1,1,2,1,,,,2,1,,,,,,,,2,,,1,1,1,1,14,
20170613,16시-18시,2,1,,,1,2,,,,2,,,1,,,1,1,1,1,,1,,,1,2,17,
20170613,18시-20시,,,1,,,,,2,,2,4,,2,,,3,,,1,,3,,,,,18,
20170613,20시-22시,1,,,,,2,,,,,1,,1,,1,2,2,,1,,1,1,,,,13,
20170613,22시-24시,,1,,,,,,,1,1,,,1,,,,1,,,,,1,1,,1,8,
20170614,00시-02시,1,2,,1,,,,,1,1,,,,,,,,,,,,,,,,6,
20170614,02시-04시,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,4,
20170614,04시-06시,,,,,,1,,,1,,,,,,1,1,,,1,,,,,,,5,
20170614,06시-08시,,,,,,1,,,,,,,2,1,2,1,1,2,,1,,,,1,1,13,
20170614,08시-10시,,2,1,,1,,,,1,1,,,,1,,1,,,,,1,,1,,1,11,
20170614,10시-12시,1,,,,1,,,,,,,,,,1,2,1,,,1,1,,,,,8,
20170614,12시-14시,2,1,,1,,,,,,,,,,,,2,1,1,1,2,1,,,,,12,
20170614,14시-16시,,,,1,,1,,1,,,1,1,1,,1,1,,,1,1,2,,,1,,13,
20170614,16시-18시,,1,,1,1,1,1,,1,,,1,2,2,3,2,,2,1,1,,,,,,20,
20170614,18시-20시,1,,,,,1,,,,1,,,1,1,,2,,1,2,,2,,1,,,13,
20170614,20시-22시,,,,1,,,,,1,,,,3,,,1,,,1,,,,,1,1,9,
20170614,22시-24시,1,1,,1,,,,,,1,,,2,,,2,1,,1,,1,,,,,11,
20170615,00시-02시,,,,,1,,,,,3,,,2,,,2,,,,,,,,1,,9,
20170615,02시-04시,,,,,,1,,,,,,,,,,1,,,,,,,,,,2,
20170615,04시-06시,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
20170615,06시-08시,,,,,,1,,,,1,,1,,,,1,,,1,,,,,,,5,
20170615,08시-10시,2,,1,,,,,1,,,3,,,,,,1,2,,,1,1,1,,1,14,
20170615,10시-12시,1,,1,,,1,,,,,1,,1,1,,3,,,,2,,,,,,11,
20170615,12시-14시,,1,,1,3,1,1,1,,,,,,,,1,1,,2,,3,1,1,1,,18,
20170615,14시-16시,1,,,,,,,,1,,1,,,,,,1,2,,1,1,,1,,1,10,
20170615,16시-18시,,,1,1,,,,,,,2,1,,,,1,,,1,1,1,1,,,1,11,
20170615,18시-20시,,,,,,,,,,,2,1,,1,2,2,,1,,,3,,1,1,,14,
20170615,20시-22시,,,1,,,1,,,1,1,,1,,,,1,2,2,,,,,,,1,11,
20170615,22시-24시,1,1,,,2,,,,,,1,,1,,,1,,,1,,,,,,1,9,
20170616,00시-02시,,1,,,,,,,1,2,,2,1,1,,,,,2,,,,,,,10,
20170616,02시-04시,,,1,,,,,,,1,,,,,,1,,,,,,,,,,3,
20170616,04시-06시,,,,,,,,,,,,,,,,,1,,,,,2,,,,3,
20170616,06시-08시,1,,,,,1,,1,,,,,,,,1,,,1,1,,,,1,,7,
20170616,08시-10시,,,1,,1,,1,,,,,,2,,1,,,1,1,1,1,2,,1,,13,
20170616,10시-12시,1,,,1,,,,,,1,1,,,1,1,,,,,,,1,1,,1,9,
20170616,12시-14시,2,,,,1,,,,1,,1,,,,,2,1,,1,,1,,,,,10,
20170616,14시-16시,1,1,1,,,2,,,,,1,,2,,,,,1,1,,,1,,,,11,
20170616,16시-18시,1,,,,1,,3,1,,,1,,,,,1,1,2,1,,1,2,,,,15,
20170616,18시-20시,,,,,2,,,,,2,,,1,2,,,,2,,,,,,,,9,
20170616,20시-22시,,,1,,,,,,2,1,,,,1,1,,1,1,,,,2,,,,10,
20170616,22시-24시,,,1,1,1,2,,,1,,1,1,1,,,1,,1,1,1,,,2,1,,16,
20170617,00시-02시,,1,,,1,,1,1,,2,,,,,,2,,2,,1,2,,1,,,14,
20170617,02시-04시,1,2,,,1,1,,,,,,,1,,,1,,,,,,,1,,,8,
20170617,04시-06시,,1,1,1,,,1,,,,,,,1,,,,,,,,,,2,,7,
20170617,06시-08시,,,,,,,,,,1,,,,1,,1,,1,,,,,,,,4,
20170617,08시-10시,1,,,,1,1,,,1,2,,,1,,,1,2,3,,1,,1,,,,15,
20170617,10시-12시,2,1,,,,,,,,1,1,,,1,,,1,1,2,,1,1,1,,,13,
20170617,12시-14시,,,,,1,3,,2,,1,1,,1,1,,2,,,,1,2,1,,,,16,
20170617,14시-16시,,1,,,1,,,,,,1,,,,,1,1,2,,,,4,2,,,13,
20170617,16시-18시,1,,,,1,,,,,1,,,,1,,2,,,,1,,,1,1,1,10,
20170617,18시-20시,,1,,,,,,1,,,,1,3,,,,1,2,1,,3,,,1,,14,
20170617,20시-22시,,,1,,1,,,,,1,1,,1,,1,1,,1,,,2,1,2,,1,14,
20170617,22시-24시,,1,1,1,,,,,,1,1,,1,1,2,,1,,,1,,,2,1,,14,
20170618,00시-02시,,,,,,,,,1,1,,,,,,,,1,,,,1,1,,,5,
20170618,02시-04시,,,1,,,1,,,,,2,,,,,1,,1,,,2,,,,,8,
20170618,04시-06시,,,,,1,,,,,,,,1,,,1,,,,,,,,,,3,
20170618,06시-08시,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
20170618,08시-10시,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,4,
20170618,10시-12시,,,,1,,,,,,,,,,1,,1,,2,,1,,,,,1,7,
20170618,12시-14시,1,,1,,,,,1,1,,,,1,,,,,,1,,,,,,,6,
20170618,14시-16시,,,1,,,,,,,1,,,,,,3,,,,,,,,,,5,
20170618,16시-18시,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,4,
20170618,18시-20시,,,1,,,,,,,,1,,3,,,1,1,,1,,,1,,,,9,
20170618,20시-22시,1,,,,1,,,,,,,,,2,,,1,2,,2,2,,,,,11,
20170618,22시-24시,1,,,,,1,,,,,,,,,,2,1,1,2,,1,,,1,,10,
20170619,00시-02시,,,1,,,,,,,,,,1,1,1,,,,,,1,,,,,5,
20170619,04시-06시,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
20170619,06시-08시,,,,,,,,,,,,,,,1,3,1,,1,,1,,,,,7,
20170619,08시-10시,,,,,1,1,,,,,,1,,1,1,1,,,,1,1,,,,1,9,
20170619,10시-12시,,,,,1,,,1,,,,1,1,,,1,,,,,,,,,,5,
20170619,12시-14시,,1,,,1,1,,,,,,1,1,,,,,,,,,,1,,1,7,
20170619,14시-16시,1,,,,,,,,1,,3,1,1,1,1,1,,1,1,,1,1,,,,14,
20170619,16시-18시,2,,3,,,,1,2,,,2,2,,,,1,,1,1,1,1,1,1,2,,21,
20170619,18시-20시,,,1,2,,,1,,,1,,,1,1,,1,1,,,,,1,1,,,11,
20170619,20시-22시,,1,,,1,,,,,,,,,,,,,3,2,,1,,2,1,,11,
20170619,22시-24시,,,,1,1,,,,,,,,,,,,1,,1,,1,,,1,,6,
20170620,00시-02시,,,,,1,,,,,,,,,1,1,,,,,,,,,,,3,
20170620,02시-04시,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,1,6,
20170620,06시-08시,,,1,,,,,,,,,,,,1,1,1,,,,1,,1,1,,7,
20170620,08시-10시,,,1,,,,,,2,,,,1,1,,,,2,,1,,,,1,,9,
20170620,10시-12시,,,2,,,,,,,,,,1,,1,,,,,,,,,,,4,
20170620,12시-14시,,,,1,,1,,,,1,,1,,,,,,,1,,1,,,,,6,
20170620,14시-16시,3,1,,1,,,,,,2,,,1,1,,2,2,,1,,1,1,,,,16,
20170620,16시-18시,,,1,,2,,,,1,3,,2,1,4,,1,1,1,,1,,,,1,,19,
20170620,18시-20시,,,,1,,,1,,,1,2,,1,,1,,,2,1,1,,,,,,11,
20170620,20시-22시,1,,,2,,1,,1,,1,,,1,,,,,,,,1,,,1,1,10,
20170620,22시-24시,,,1,,1,,,,,,1,1,2,,,1,,1,,,,1,,,,9,
20170621,00시-02시,,,1,,1,,,,,1,,,,,,,,,2,1,,1,1,1,1,10,
20170621,02시-04시,,,,,,,,,,2,,,,,,,,,1,,1,,1,,,5,
20170621,04시-06시,,,,,,,,,,,1,,,,,2,,1,,,,,,,,4,
20170621,06시-08시,,,,,,1,,,,,,,,,1,,,,,1,,,,,,3,
20170621,08시-10시,,,,,,,,1,1,1,,1,1,,,,1,2,2,,,,1,,,11,
20170621,10시-12시,1,1,,,1,1,,,,,,,,,,,2,,,,,,,1,,7,
20170621,12시-14시,,,,,,1,,,,1,,,,,,1,,,,,,,,,,3,
20170621,14시-16시,,,1,,1,,,,,,1,,1,1,,,,1,1,1,1,,,,,9,
20170621,16시-18시,,,,,,,,,1,1,3,2,,2,,1,1,1,1,,,,,,1,14,
