사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2017-04,1호선,0150,서울역,"1,394,790","1,357,641","218,846","214,214",2017-05-03 12:19:55
2017-04,1호선,0151,시청,"638,520","645,413","116,976","119,567",2017-05-03 12:19:55
2017-04,1호선,0152,종각,"1,217,997","1,134,603","156,277","145,708",2017-05-03 12:19:55
2017-04,1호선,0153,종로3가,"702,206","643,971","363,866","336,516",2017-05-03 12:19:55
2017-04,1호선,0154,종로5가,"536,907","550,319","272,772","263,498",2017-05-03 12:19:55
2017-04,1호선,0155,동대문,"346,782","413,069","140,627","149,194",2017-05-03 12:19:55
2017-04,1호선,0156,신설동,"367,669","363,625","124,262","118,333",2017-05-03 12:19:55
2017-04,1호선,0157,제기동,"297,398","290,152","311,151","329,586",2017-05-03 12:19:55
2017-04,1호선,0158,청량리(서울시립대입구),"524,757","545,945","337,596","340,591",2017-05-03 12:19:55
2017-04,1호선,0159,동묘앞,"181,102","201,682","152,763","155,129",2017-05-03 12:19:55
2017-04,2호선,0201,시청,"648,414","618,050","69,926","63,511",2017-05-03 12:19:55
2017-04,2호선,0202,을지로입구,"1,359,780","1,348,672","118,360","107,838",2017-05-03 12:19:55
2017-04,2호선,0203,을지로3가,"524,465","520,822","88,384","87,339",2017-05-03 12:19:55
2017-04,2호선,0204,을지로4가,"288,417","283,198","92,569","87,443",2017-05-03 12:19:55
2017-04,2호선,0205,동대문역사문화공원,"521,112","605,018","61,868","66,848",2017-05-03 12:19:55
2017-04,2호선,0206,신당,"361,928","380,290","108,353","110,199",2017-05-03 12:19:55
2017-04,2호선,0207,상왕십리,"331,739","310,449","65,102","65,983",2017-05-03 12:19:55
2017-04,2호선,0208,왕십리(성동구청),"569,598","449,274","59,098","49,677",2017-05-03 12:19:55
2017-04,2호선,0209,한양대,"391,908","462,768","17,775","19,249",2017-05-03 12:19:55
2017-04,2호선,0210,뚝섬,"455,489","484,610","67,603","67,589",2017-05-03 12:19:55
2017-04,2호선,0211,성수,"697,343","764,521","101,634","103,206",2017-05-03 12:19:55
2017-04,2호선,0212,건대입구,"1,315,088","1,407,329","97,885","100,898",2017-05-03 12:19:55
2017-04,2호선,0213,구의(광진구청),"613,493","591,559","106,423","108,298",2017-05-03 12:19:55
2017-04,2호선,0214,강변(동서울터미널),"1,326,027","1,317,148","150,558","148,038",2017-05-03 12:19:55
2017-04,2호선,0215,잠실나루,"454,248","433,543","90,679","91,002",2017-05-03 12:19:55
2017-04,2호선,0216,잠실(송파구청),"2,726,915","2,559,449","252,038","235,539",2017-05-03 12:19:55
2017-04,2호선,0217,잠실새내,"720,523","719,488","119,870","117,990",2017-05-03 12:19:55
2017-04,2호선,0218,종합운동장,"521,423","615,484","62,952","67,637",2017-05-03 12:19:55
2017-04,2호선,0219,삼성(무역센터),"1,493,167","1,554,405","124,924","118,169",2017-05-03 12:19:55
2017-04,2호선,0220,선릉,"1,409,924","1,205,742","195,296","167,002",2017-05-03 12:19:55
2017-04,2호선,0221,역삼,"1,193,590","1,330,114","152,712","155,897",2017-05-03 12:19:55
2017-04,2호선,0222,강남,"2,816,606","2,851,282","167,083","149,741",2017-05-03 12:19:55
2017-04,2호선,0223,교대(법원.검찰청),"957,815","1,089,728","162,037","180,348",2017-05-03 12:19:55
2017-04,2호선,0224,서초,"613,996","611,669","85,432","86,190",2017-05-03 12:19:55
2017-04,2호선,0225,방배,"597,876","606,231","84,619","83,672",2017-05-03 12:19:55
2017-04,2호선,0226,사당,"1,101,995","1,324,485","203,699","196,638",2017-05-03 12:19:55
2017-04,2호선,0227,낙성대,"842,672","809,315","113,718","115,295",2017-05-03 12:19:55
2017-04,2호선,0228,서울대입구(관악구청),"1,425,042","1,391,062","215,339","208,571",2017-05-03 12:19:55
2017-04,2호선,0229,봉천,"573,358","514,600","146,623","148,292",2017-05-03 12:19:55
2017-04,2호선,0230,신림,"1,940,705","1,884,451","244,602","250,369",2017-05-03 12:19:55
2017-04,2호선,0231,신대방,"749,953","703,135","136,561","138,695",2017-05-03 12:19:55
2017-04,2호선,0232,구로디지털단지,"1,751,021","1,747,882","171,034","173,466",2017-05-03 12:19:55
2017-04,2호선,0233,대림(구로구청),"838,758","865,006","121,003","125,595",2017-05-03 12:19:55
2017-04,2호선,0234,신도림,"1,668,726","1,682,788","208,804","201,352",2017-05-03 12:19:55
2017-04,2호선,0235,문래,"491,308","498,002","83,505","82,920",2017-05-03 12:19:55
2017-04,2호선,0236,영등포구청,"561,090","569,434","105,957","103,601",2017-05-03 12:19:55
2017-04,2호선,0237,당산,"619,287","699,774","72,666","78,789",2017-05-03 12:19:55
2017-04,2호선,0238,합정,"933,334","997,766","74,163","73,928",2017-05-03 12:19:55
2017-04,2호선,0239,홍대입구,"2,207,791","2,351,550","116,088","112,562",2017-05-03 12:19:55
2017-04,2호선,0240,신촌,"1,370,838","1,389,482","144,623","142,766",2017-05-03 12:19:55
2017-04,2호선,0241,이대,"599,054","640,664","73,431","74,966",2017-05-03 12:19:55
2017-04,2호선,0242,아현,"260,505","247,197","64,892","63,661",2017-05-03 12:19:55
2017-04,2호선,0243,충정로(경기대입구),"310,132","333,534","53,544","54,280",2017-05-03 12:19:55
2017-04,2호선,0244,용답,"65,512","67,794","17,295","16,830",2017-05-03 12:19:55
2017-04,2호선,0245,신답,"30,823","34,923","10,427","11,363",2017-05-03 12:19:55
2017-04,2호선,0246,신설동,"88,661","81,332","35,908","35,505",2017-05-03 12:19:55
2017-04,2호선,0247,도림천,"26,974","31,736","6,544","7,545",2017-05-03 12:19:55
2017-04,2호선,0248,양천구청,"172,262","183,345","47,488","48,437",2017-05-03 12:19:55
2017-04,2호선,0249,신정네거리,"237,610","244,099","65,782","66,844",2017-05-03 12:19:55
2017-04,2호선,0250,용두(동대문구청),"47,454","48,803","22,247","23,755",2017-05-03 12:19:55
2017-04,3호선,0309,지축,"23,548","25,282","10,740","12,881",2017-05-03 12:19:55
2017-04,3호선,0310,구파발,"523,956","462,996","100,502","93,281",2017-05-03 12:19:55
2017-04,3호선,0311,연신내,"1,050,838","986,314","270,209","262,728",2017-05-03 12:19:55
2017-04,3호선,0312,불광,"453,218","494,922","152,525","168,247",2017-05-03 12:19:55
2017-04,3호선,0313,녹번,"334,777","282,819","68,999","67,930",2017-05-03 12:19:55
2017-04,3호선,0314,홍제,"487,385","458,236","154,522","153,943",2017-05-03 12:19:55
2017-04,3호선,0315,무악재,"97,182","95,976","33,960","36,496",2017-05-03 12:19:55
2017-04,3호선,0316,독립문,"178,034","190,405","77,218","77,664",2017-05-03 12:19:55
2017-04,3호선,0317,경복궁(정부서울청사),"701,575","742,340","93,179","90,546",2017-05-03 12:19:55
2017-04,3호선,0318,안국,"705,867","760,194","128,808","138,972",2017-05-03 12:19:55
2017-04,3호선,0319,종로3가,"210,089","289,678","53,568","59,966",2017-05-03 12:19:55
2017-04,3호선,0320,을지로3가,"226,568","254,551","59,552","58,654",2017-05-03 12:19:55
2017-04,3호선,0321,충무로,48,0,4,0,2017-05-03 12:19:55
2017-04,3호선,0322,동대입구,"359,891","424,042","52,284","58,014",2017-05-03 12:19:55
2017-04,3호선,0323,약수,"359,903","345,468","87,074","84,542",2017-05-03 12:19:55
2017-04,3호선,0324,금호,"213,670","194,566","57,049","56,195",2017-05-03 12:19:55
2017-04,3호선,0325,옥수,"256,289","268,373","60,964","61,646",2017-05-03 12:19:55
2017-04,3호선,0326,압구정,"872,549","965,926","152,414","151,541",2017-05-03 12:19:55
2017-04,3호선,0327,신사,"844,895","918,150","72,940","70,458",2017-05-03 12:19:55
2017-04,3호선,0328,잠원,"155,009","148,194","35,568","34,746",2017-05-03 12:19:55
2017-04,3호선,0329,고속터미널,"1,636,058","1,559,588","186,737","178,877",2017-05-03 12:19:55
2017-04,3호선,0330,교대(법원.검찰청),"389,916","274,084","71,360","46,907",2017-05-03 12:19:55
2017-04,3호선,0331,남부터미널(예술의전당),"938,112","971,259","136,417","137,551",2017-05-03 12:19:55
