사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2019-03,1호선,0150,서울역,"1,527,527","1,425,430","241,069","236,414",2019-04-03 11:13:58
2019-03,1호선,0151,시청,"675,257","673,794","113,875","113,747",2019-04-03 11:13:58
2019-03,1호선,0152,종각,"1,191,426","1,126,994","168,998","155,863",2019-04-03 11:13:58
2019-03,1호선,0153,종로3가,"668,095","632,234","407,517","381,040",2019-04-03 11:13:58
2019-03,1호선,0154,종로5가,"565,832","580,879","295,679","284,421",2019-04-03 11:13:58
2019-03,1호선,0155,동대문,"335,142","382,971","147,580","154,937",2019-04-03 11:13:58
2019-03,1호선,0156,신설동,"381,025","375,290","131,308","126,476",2019-04-03 11:13:58
2019-03,1호선,0157,제기동,"295,654","287,292","341,644","359,923",2019-04-03 11:13:58
2019-03,1호선,0158,청량리(서울시립대입구),"486,217","507,442","341,919","348,673",2019-04-03 11:13:58
2019-03,1호선,0159,동묘앞,"200,814","225,651","168,263","170,366",2019-04-03 11:13:58
2019-03,2호선,0201,시청,"705,698","670,050","68,060","63,641",2019-04-03 11:13:58
2019-03,2호선,0202,을지로입구,"1,434,030","1,426,699","123,642","112,665",2019-04-03 11:13:58
2019-03,2호선,0203,을지로3가,"600,767","596,473","95,784","95,417",2019-04-03 11:13:58
2019-03,2호선,0204,을지로4가,"283,412","280,520","92,856","88,125",2019-04-03 11:13:58
2019-03,2호선,0205,동대문역사문화공원,"540,808","625,808","64,635","68,604",2019-04-03 11:13:58
2019-03,2호선,0206,신당,"368,951","387,651","110,441","112,397",2019-04-03 11:13:58
2019-03,2호선,0207,상왕십리,"379,313","358,065","72,788","73,415",2019-04-03 11:13:58
2019-03,2호선,0208,왕십리(성동구청),"585,292","467,669","63,551","53,809",2019-04-03 11:13:58
2019-03,2호선,0209,한양대,"387,451","456,489","16,321","17,624",2019-04-03 11:13:58
2019-03,2호선,0210,뚝섬,"491,478","521,292","65,851","66,280",2019-04-03 11:13:58
2019-03,2호선,0211,성수,"769,850","837,454","110,453","112,082",2019-04-03 11:13:58
2019-03,2호선,0212,건대입구,"1,326,953","1,448,053","101,333","106,251",2019-04-03 11:13:58
2019-03,2호선,0213,구의(광진구청),"645,265","619,450","115,237","116,345",2019-04-03 11:13:58
2019-03,2호선,0214,강변(동서울터미널),"1,266,670","1,239,411","152,907","148,737",2019-04-03 11:13:58
