사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2016-03,1호선,0150,서울역,"1,726,590","1,520,626","233,961","214,752",2016-04-08 12:18:43
2016-03,1호선,0151,시청,"685,371","684,607","97,901","96,653",2016-04-08 12:18:43
2016-03,1호선,0152,종각,"1,336,064","1,264,769","159,145","151,406",2016-04-08 12:18:43
2016-03,1호선,0153,종로3가,"779,748","725,025","393,973","362,392",2016-04-08 12:18:43
2016-03,1호선,0154,종로5가,"607,732","621,429","285,331","274,177",2016-04-08 12:18:43
2016-03,1호선,0155,동대문,"366,076","440,925","145,667","156,390",2016-04-08 12:18:43
2016-03,1호선,0156,신설동,"416,607","406,608","128,868","124,534",2016-04-08 12:18:43
2016-03,1호선,0157,제기동,"310,795","306,236","320,558","335,459",2016-04-08 12:18:43
2016-03,1호선,0158,청량리(지하),"607,859","631,837","359,422","362,533",2016-04-08 12:18:43
2016-03,1호선,0159,동묘앞,"185,548","205,390","149,279","149,774",2016-04-08 12:18:43
2016-03,2호선,0201,시청,"755,515","732,479","63,593","58,869",2016-04-08 12:18:43
2016-03,2호선,0202,을지로입구,"1,519,289","1,527,052","125,221","116,625",2016-04-08 12:18:43
2016-03,2호선,0203,을지로3가,"543,339","534,258","96,174","93,083",2016-04-08 12:18:43
2016-03,2호선,0204,을지로4가,"317,218","317,215","100,079","96,007",2016-04-08 12:18:43
2016-03,2호선,0205,동대문역사문화공원,"554,723","636,306","62,696","67,911",2016-04-08 12:18:43
2016-03,2호선,0206,신당,"382,567","408,846","113,997","115,493",2016-04-08 12:18:43
2016-03,2호선,0207,상왕십리,"293,348","275,241","63,401","63,982",2016-04-08 12:18:43
2016-03,2호선,0208,왕십리(성동구청),"634,902","525,254","63,946","54,738",2016-04-08 12:18:43
2016-03,2호선,0209,한양대,"435,163","526,078","16,697","18,174",2016-04-08 12:18:43
2016-03,2호선,0210,뚝섬,"460,492","488,291","70,609","70,970",2016-04-08 12:18:43
2016-03,2호선,0211,성수,"709,459","782,404","104,165","106,712",2016-04-08 12:18:43
2016-03,2호선,0212,건대입구,"1,390,919","1,510,811","100,743","106,855",2016-04-08 12:18:43
2016-03,2호선,0213,구의,"674,110","657,125","115,773","116,908",2016-04-08 12:18:43
2016-03,2호선,0214,강변,"1,412,719","1,380,233","152,271","149,860",2016-04-08 12:18:43
2016-03,2호선,0215,잠실나루,"493,976","470,497","92,088","93,054",2016-04-08 12:18:43
2016-03,2호선,0216,잠실,"2,386,887","2,216,625","214,831","201,032",2016-04-08 12:18:43
2016-03,2호선,0217,신천,"740,236","724,699","121,852","119,594",2016-04-08 12:18:43
2016-03,2호선,0218,종합운동장,"372,498","418,752","54,238","57,052",2016-04-08 12:18:43
2016-03,2호선,0219,삼성,"1,672,860","1,736,365","131,574","124,714",2016-04-08 12:18:43
2016-03,2호선,0220,선릉,"1,574,984","1,352,174","215,298","185,121",2016-04-08 12:18:43
2016-03,2호선,0221,역삼,"1,315,471","1,468,688","166,901","170,055",2016-04-08 12:18:43
2016-03,2호선,0222,강남,"2,969,911","3,018,030","171,167","154,223",2016-04-08 12:18:43
2016-03,2호선,0223,교대,"1,079,861","1,202,410","181,111","196,069",2016-04-08 12:18:43
2016-03,2호선,0224,서초,"652,478","660,738","90,130","90,964",2016-04-08 12:18:43
2016-03,2호선,0225,방배,"654,853","663,001","86,841","85,726",2016-04-08 12:18:43
2016-03,2호선,0226,사당,"1,239,188","1,422,472","213,762","199,528",2016-04-08 12:18:43
2016-03,2호선,0227,낙성대,"900,516","870,151","117,796","118,202",2016-04-08 12:18:43
2016-03,2호선,0228,서울대입구,"1,524,063","1,491,572","227,747","220,967",2016-04-08 12:18:43
2016-03,2호선,0229,봉천,"616,232","563,538","159,661","160,911",2016-04-08 12:18:43
