사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2015-12,1호선,0150,서울역,"1,795,435","1,574,932","235,606","216,587",2016-01-08 12:17:10
2015-12,1호선,0151,시청,"765,950","770,430","102,259","102,567",2016-01-08 12:17:10
2015-12,1호선,0152,종각,"1,426,031","1,339,485","169,895","160,840",2016-01-08 12:17:10
2015-12,1호선,0153,종로3가,"829,653","783,580","402,176","370,659",2016-01-08 12:17:10
2015-12,1호선,0154,종로5가,"630,988","647,340","276,092","266,173",2016-01-08 12:17:10
2015-12,1호선,0155,동대문,"377,067","452,903","144,125","152,712",2016-01-08 12:17:10
2015-12,1호선,0156,신설동,"403,786","391,341","130,091","124,825",2016-01-08 12:17:10
2015-12,1호선,0157,제기동,"305,975","300,744","311,257","327,630",2016-01-08 12:17:10
2015-12,1호선,0158,청량리(지하),"605,320","633,121","355,266","359,798",2016-01-08 12:17:10
2015-12,1호선,0159,동묘앞,"171,359","189,970","133,923","135,224",2016-01-08 12:17:10
2015-12,2호선,0201,시청,"808,125","784,747","64,413","59,842",2016-01-08 12:17:10
2015-12,2호선,0202,을지로입구,"1,629,679","1,611,589","133,953","124,507",2016-01-08 12:17:10
2015-12,2호선,0203,을지로3가,"559,060","549,475","96,431","92,388",2016-01-08 12:17:10
2015-12,2호선,0204,을지로4가,"322,487","322,400","102,059","98,654",2016-01-08 12:17:10
2015-12,2호선,0205,동대문역사문화공원,"528,920","617,763","60,751","66,432",2016-01-08 12:17:10
2015-12,2호선,0206,신당,"377,869","406,243","110,203","112,280",2016-01-08 12:17:10
2015-12,2호선,0207,상왕십리,"291,201","269,824","62,312","63,022",2016-01-08 12:17:10
2015-12,2호선,0208,왕십리(성동구청),"597,680","511,368","64,522","56,124",2016-01-08 12:17:10
2015-12,2호선,0209,한양대,"353,981","407,183","16,498","17,980",2016-01-08 12:17:10
2015-12,2호선,0210,뚝섬,"424,409","448,916","69,387","70,187",2016-01-08 12:17:10
2015-12,2호선,0211,성수,"693,124","768,641","103,289","106,070",2016-01-08 12:17:10
2015-12,2호선,0212,건대입구,"1,372,114","1,513,953","101,279","105,828",2016-01-08 12:17:10
