사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2017-06,1호선,0150,서울역,"1,388,873","1,352,461","221,355","217,200",2017-07-03 11:53:11
2017-06,1호선,0151,시청,"617,145","626,529","96,810","94,179",2017-07-03 11:53:11
2017-06,1호선,0152,종각,"1,159,728","1,115,787","155,924","147,339",2017-07-03 11:53:11
2017-06,1호선,0153,종로3가,"667,215","612,488","365,977","340,556",2017-07-03 11:53:11
2017-06,1호선,0154,종로5가,"505,400","524,706","277,874","267,607",2017-07-03 11:53:11
2017-06,1호선,0155,동대문,"329,557","389,193","140,568","149,461",2017-07-03 11:53:11
2017-06,1호선,0156,신설동,"351,500","347,558","121,351","115,954",2017-07-03 11:53:11
2017-06,1호선,0157,제기동,"288,794","280,624","313,571","332,161",2017-07-03 11:53:11
2017-06,1호선,0158,청량리(서울시립대입구),"496,353","515,126","339,068","344,358",2017-07-03 11:53:11
2017-06,1호선,0159,동묘앞,"167,372","183,403","143,419","145,388",2017-07-03 11:53:11
2017-06,2호선,0201,시청,"642,845","627,119","59,661","54,375",2017-07-03 11:53:11
2017-06,2호선,0202,을지로입구,"1,317,436","1,334,699","114,500","106,574",2017-07-03 11:53:11
2017-06,2호선,0203,을지로3가,"505,688","505,265","89,824","88,447",2017-07-03 11:53:11
2017-06,2호선,0204,을지로4가,"282,222","277,937","94,044","88,719",2017-07-03 11:53:11
2017-06,2호선,0205,동대문역사문화공원,"513,512","598,019","61,612","67,086",2017-07-03 11:53:11
2017-06,2호선,0206,신당,"352,620","370,168","108,443","110,731",2017-07-03 11:53:11
2017-06,2호선,0207,상왕십리,"331,095","310,320","66,709","67,847",2017-07-03 11:53:11
2017-06,2호선,0208,왕십리(성동구청),"548,452","437,566","59,546","50,229",2017-07-03 11:53:11
2017-06,2호선,0209,한양대,"329,283","389,296","16,618","17,611",2017-07-03 11:53:11
2017-06,2호선,0210,뚝섬,"429,703","460,036","66,105","66,309",2017-07-03 11:53:11
2017-06,2호선,0211,성수,"697,205","768,015","101,447","103,521",2017-07-03 11:53:11
2017-06,2호선,0212,건대입구,"1,241,285","1,368,333","97,686","100,874",2017-07-03 11:53:11
2017-06,2호선,0213,구의(광진구청),"604,617","579,380","107,888","109,399",2017-07-03 11:53:11
2017-06,2호선,0214,강변(동서울터미널),"1,290,807","1,273,693","148,284","145,774",2017-07-03 11:53:11
2017-06,2호선,0215,잠실나루,"444,349","423,286","90,907","90,870",2017-07-03 11:53:11
2017-06,2호선,0216,잠실(송파구청),"2,351,004","2,199,946","229,515","215,146",2017-07-03 11:53:11
2017-06,2호선,0217,잠실새내,"681,874","687,420","120,718","118,118",2017-07-03 11:53:11
2017-06,2호선,0218,종합운동장,"509,904","586,842","60,092","65,002",2017-07-03 11:53:11
2017-06,2호선,0219,삼성(무역센터),"1,544,001","1,608,232","128,893","122,220",2017-07-03 11:53:11
2017-06,2호선,0220,선릉,"1,427,616","1,224,432","205,843","175,678",2017-07-03 11:53:11
